@relation Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A5-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute class {0,1}

@data
-0.033633,-0.017834,0.097238,0.06701,1
-0.002311,-0.021854,-0.163118,-0.196411,0
0.018422,0.022753,-0.509771,-0.629074,1
0.042632,0.016449,-0.376967,-0.470656,1
0.032856,0.038267,-0.46505,-0.468006,0
0.005653,0.022363,-0.462202,-0.5606,1
-0.035147,0.016842,0.011673,0.045174,0
0.005854,-0.002011,-0.014892,0.029501,0
0.002047,0.016257,0.054174,0.107619,0
-0.000088,-0.009706,-0.006766,-0.062187,1
0.12878,0.020927,-0.776918,-0.898337,1
0.013448,-0.001334,-0.03958,-0.103977,1
0.014299,-0.044602,0.013612,-0.002994,1
-0.005003,-0.031078,-0.044004,-0.084446,1
0.066146,0.03591,-0.750598,-0.83822,0
0.011622,-0.043129,-0.199059,-0.169482,0
-0.003914,0.001679,-0.025689,-0.082058,1
0.001648,0.000812,0.072195,0.030681,1
-0.026406,0.013908,-0.043897,-0.09909,1
0.045291,0.02792,-0.246632,-0.246166,0
0.013079,0.009832,-0.215129,-0.291556,1
0.048298,-0.078915,-0.151737,-0.15142,1
-0.054646,-0.024292,0.100945,0.137948,0
0.010397,0.021196,-0.459088,-0.566304,1
-0.00931,0.012845,-0.043676,-0.004886,0
-0.037824,-0.028491,-0.034695,-0.019124,0
-0.010339,0.022448,-0.311638,-0.391787,1
0.075931,0.038744,-0.654126,-0.726944,0
-0.052518,-0.001316,0.140434,0.18448,0
0.012808,0.01803,-0.370531,-0.468977,1
-0.007087,-0.01944,0.106273,0.166503,0
-0.002034,-0.005967,-0.112431,-0.138981,0
0.018215,0.013183,-0.234028,-0.219731,0
0.030778,0.015054,-0.19015,-0.248794,1
0.001448,-0.034562,-0.019548,-0.057314,1
-0.003412,-0.001032,-0.084274,-0.137278,1
0.026519,0.014349,-0.372099,-0.455776,1
0.041967,-0.017418,0.042872,0.10588,0
-0.017674,-0.002465,0.056357,0.015512,1
0.038733,0.01493,-0.350674,-0.438073,1
0.111874,0.028324,-0.599792,-0.690399,1
-0.009122,0.002558,-0.060711,-0.104769,1
-0.044439,0.017779,-0.030293,0.007154,0
0.005422,0.00418,-0.138058,-0.224195,1
-0.018385,0.025763,-0.176741,-0.148619,0
0.001774,0.000432,-0.107036,-0.165078,1
-0.004446,-0.046659,-0.126517,-0.093839,0
0.011457,0.00512,-0.171626,-0.263958,1
-0.045642,-0.009579,0.111994,0.169274,0
-0.049207,-0.007291,0.016279,0.042117,0
0.038049,-0.005997,-0.127723,-0.178678,1
0.123602,0.021865,-0.780209,-0.900596,1
-0.010348,-0.005976,-0.030478,-0.063945,1
0.01307,0.03089,-0.101977,-0.094197,0
0.015087,-0.062598,-0.133409,-0.154322,1
0.067488,-0.084581,-0.268485,-0.278774,1
0.020339,0.009763,-0.05705,-0.01746,0
-0.003245,0.015987,-0.134865,-0.206542,1
0.026249,0.005098,-0.086641,-0.141662,1
0.006279,-0.005957,-0.044858,-0.108406,1
-0.015282,0.019475,-0.20111,-0.268394,1
-0.040715,0.01682,-0.061785,-0.040136,0
-0.002762,0.02419,-0.356077,-0.444328,1
0.02212,0.035842,-0.429896,-0.427686,0
-0.000792,-0.00187,-0.100701,-0.128998,0
-0.019394,0.004441,-0.026913,0.000701,0
0.021935,-0.064137,-0.187988,-0.215405,1
0.021718,0.015801,-0.276365,-0.368792,1
0.002668,0.012699,-0.159236,-0.122686,0
0.041069,-0.016052,0.004574,0.058583,0
0.031834,-0.053783,-0.192271,-0.23414,1
-0.017624,0.019582,-0.052899,-0.031867,0
-0.026612,-0.017141,0.047847,0.01446,1
-0.035498,-0.029976,0.003566,0.027652,0
0.011385,-0.053204,0.017499,0.009989,1
0.064568,0.039558,-0.673245,-0.743761,0
-0.044357,-0.006393,0.15473,0.197149,0
0.071778,-0.049676,-0.19693,-0.20717,1
0.04345,-0.020416,-0.101521,-0.074726,0
-0.007931,0.019281,-0.20178,-0.270923,1
0.022633,0.008722,-0.223189,-0.287341,1
0.091685,0.0353,-0.618939,-0.683549,0
-0.049446,0.000485,0.113883,0.154503,0
-0.007155,-0.016159,0.08721,0.145874,0
-0.011663,0.022953,-0.126141,-0.094967,0
0.115341,0.02379,-0.796574,-0.922019,1
0.001738,-0.022698,-0.098313,-0.058558,0
0.035103,-0.057219,-0.317887,-0.38759,1
0.06103,0.014047,-0.455412,-0.560532,1
0.034303,0.026965,-0.726646,-0.860452,1
-0.011611,0.024955,-0.16436,-0.130906,0
0.009845,0.006272,-0.000488,0.04288,0
0.046903,-0.054248,-0.08374,-0.071806,1
0.084009,0.019402,-0.643387,-0.75569,1
-0.026717,0.01339,-0.065441,-0.116288,1
-0.01416,0.025442,-0.153138,-0.118087,0
-0.027015,0.000589,0.019087,0.057872,0
-0.044241,-0.029284,0.105354,0.144506,0
0.137714,0.02252,-0.873359,-1.006217,1
-0.035252,-0.01993,-0.006555,-0.000684,0
0.058712,0.021305,-0.423474,-0.427625,0
0.057901,-0.076333,-0.392958,-0.444638,1
-0.054533,-0.027929,0.130589,0.17878,0
0.014926,-0.043673,-0.222467,-0.187317,0
0.001575,0.036217,-0.392438,-0.398935,0
0.094373,0.02805,-0.361791,-0.328326,0
0.024042,0.028354,-0.208504,-0.201291,0
0.009439,-0.041674,-0.094901,-0.132081,1
0.015314,0.035502,-0.430285,-0.453176,0
0.105427,0.02369,-0.738286,-0.839635,1
0.115053,0.024494,-0.801789,-0.919661,1
0.003925,0.037428,-0.415969,-0.401362,0
0.052355,-0.054734,-0.13684,-0.132993,1
0.012405,0.035107,-0.425777,-0.428232,0
0.055338,-0.055642,-0.173832,-0.169007,1
0.022291,0.01482,-0.245661,-0.220797,0
-0.015513,0.022933,-0.132737,-0.109511,0
-0.040685,0.008385,0.043868,0.06611,0
-0.002034,-0.005967,-0.112431,-0.138981,0
0.026666,0.018633,-0.11831,-0.088682,0
0.005045,0.034655,-0.447248,-0.448276,0
0.027067,0.020497,-0.247555,-0.221033,0
0.019969,-0.026453,0.005574,0.067199,0
0.027728,0.016062,-0.097258,-0.070633,0
0.011741,0.030227,-0.077923,-0.061863,0
0.032301,0.017797,-0.358181,-0.465306,1
-0.015931,-0.007421,0.031436,0.005558,1
-0.003915,-0.036093,0.005783,-0.022452,1
-0.015914,0.019319,-0.064721,-0.028384,0
0.039299,-0.016604,0.071345,0.142838,0
-0.004014,0.032759,-0.158549,-0.155118,0
0.068667,0.014908,-0.492026,-0.605255,1
0.08171,-0.090296,-0.378444,-0.378531,1
-0.017705,0.019022,0.021404,0.067066,0
-0.00768,-0.048314,-0.074108,-0.035605,0
-0.001927,-0.01032,0.013993,-0.037312,1
0.038378,-0.058154,-0.342681,-0.414847,1
-0.03892,-0.007133,0.204795,0.26401,0
-0.004377,-0.004593,-0.096778,-0.178919,1
0.030666,0.009247,-0.251671,-0.331622,1
-0.018189,0.021264,-0.022797,0.011601,0
0.048464,0.014275,-0.405441,-0.50193,1
0.022629,0.021832,-0.276563,-0.271749,0
-0.012475,0.015184,-0.136117,-0.216523,1
0.022162,0.019802,-0.426686,-0.533813,1
-0.050975,-0.023485,0.052528,0.076883,0
0.0142,0.034751,-0.395054,-0.40363,0
0.03261,-0.058736,-0.299338,-0.363106,1
-0.024512,-0.037527,-0.009271,0.036929,0
0.000116,-0.034472,-0.086278,-0.136555,1
0.021594,0.032713,-0.173021,-0.178344,0
-0.002194,0.021309,-0.267631,-0.351503,1
-0.036947,-0.002071,0.090717,0.147175,0
-0.037793,0.004482,0.079307,0.039883,1
-0.027861,-0.030602,-0.023216,-0.009924,0
0.006954,0.034028,-0.35504,-0.358208,0
0.049124,-0.081338,-0.136462,-0.131213,1
0.026945,-0.010388,-0.075427,-0.112804,1
-0.002842,0.034201,-0.140285,-0.133646,0
-0.033707,0.011196,-0.028754,-0.072267,1
-0.009713,-0.051785,-0.084612,-0.045446,0
-0.04191,-0.020299,-0.022356,-0.013302,0
0.085243,0.024052,-0.584857,-0.603483,0
-0.042113,-0.020781,0.020626,0.043239,0
-0.019756,0.008474,-0.064539,-0.125926,1
0.006496,0.037391,-0.435112,-0.436567,0
-0.016784,0.023634,-0.103837,-0.0722,0
-0.031847,-0.000367,0.060595,0.107569,0
0.113151,0.033727,-0.47349,-0.56674,1
0.056777,0.014563,-0.451671,-0.540728,1
-0.000547,0.01152,-0.150714,-0.226526,1
0.023455,0.021503,-0.36211,-0.3666,0
-0.01992,0.001779,0.009427,0.050128,0
0.019165,0.012569,-0.316366,-0.391071,1
-0.05277,-0.019096,0.066491,0.089989,0
0.057765,-0.061221,-0.1816,-0.184106,1
0.00289,-0.034248,0.046237,0.022542,1
0.011783,0.038736,-0.458603,-0.461962,0
-0.005819,-0.01262,0.04904,0.022351,1
-0.001888,0.01431,0.040597,0.084175,0
0.090764,0.028561,-0.383702,-0.365083,0
0.049763,0.031149,-0.435781,-0.435919,0
0.047529,0.010559,-0.151604,-0.218117,1
0.043401,0.01161,-0.207564,-0.282769,1
-0.018894,0.023414,-0.125909,-0.089715,0
0.001863,-0.029902,-0.164215,-0.189502,0
0.040744,0.01103,-0.188439,-0.262582,1
0.011373,0.031948,-0.097313,-0.083602,0
-0.007642,-0.026852,-0.071042,-0.118999,1
0.030439,0.015546,-0.195092,-0.256742,1
0.025943,0.014534,-0.275298,-0.349037,1
-0.048348,-0.021305,0.038886,0.057431,0
-0.017523,0.017684,0.042003,0.092193,0
0.011759,-0.004044,-0.071275,-0.120312,1
0.031336,-0.056981,-0.152445,-0.185654,1
0.004869,0.022462,-0.473339,-0.576376,1
-0.044754,-0.024689,-0.007912,0.010198,0
0.01435,0.017065,-0.346262,-0.437987,1
0.063561,-0.077722,-0.44465,-0.500769,1
-0.016286,-0.001287,-0.034586,-0.072234,1
0.022702,0.016688,-0.310437,-0.411939,1
-0.004069,0.035374,-0.441414,-0.435981,0
0.016222,-0.005299,0.03982,0.095499,0
-0.040952,-0.032053,-0.086011,-0.078495,0
0.040325,-0.077334,-0.288615,-0.319613,1
-0.041368,-0.023399,-0.011433,0.003904,0
-0.032617,-0.032274,-0.062778,-0.052007,0
0.085665,0.020848,-0.147798,-0.140058,0
0.047006,0.01577,-0.330297,-0.316539,0
0.000535,0.013754,0.033489,0.075946,0
-0.01835,0.004268,-0.019827,-0.065734,1
-0.002955,-0.019789,0.037455,0.021263,1
0.028414,0.002602,-0.121543,-0.203006,1
0.08538,0.021499,-0.531611,-0.532433,0
0.011553,0.035139,-0.392982,-0.395177,0
-0.014584,0.004184,-0.034915,-0.021543,0
0.123714,0.029021,-0.622043,-0.60592,0
0.002993,0.004898,-0.131433,-0.215329,1
-0.010808,0.029231,-0.14326,-0.141756,0
0.011621,0.021119,-0.188194,-0.185019,0
-0.010712,0.003085,-0.057484,-0.102325,1
0.005608,-0.009802,-0.030079,-0.072383,1
0.005772,-0.006392,-0.03697,-0.10016,1
0.106333,0.03312,-0.460003,-0.547943,1
0.005913,0.013103,-0.197653,-0.282209,1
-0.007848,0.017789,0.033625,0.079382,0
0.009817,-0.006107,0.061171,0.128762,0
0.05694,-0.047829,-0.200187,-0.213138,1
0.053861,-0.078504,-0.378629,-0.422895,1
0.002538,-0.004055,0.104297,0.069079,1
-0.007724,0.019093,0.030946,0.076317,0
0.026192,0.026267,-0.690771,-0.817389,1
0.014917,-0.052791,-0.190886,-0.243182,1
0.039225,0.017661,-0.336747,-0.328506,0
-0.02829,0.01719,-0.009634,0.017862,0
-0.0028,0.033223,-0.120958,-0.109984,0
-0.024354,0.019239,-0.015858,0.01161,0
0.066146,0.03591,-0.750598,-0.83822,0
0.091685,0.0353,-0.618939,-0.683549,0
0.008459,0.009803,-0.168597,-0.136116,0
-0.066131,-0.010632,0.129246,0.171836,0
0.016847,0.017961,-0.192602,-0.160681,0
0.007513,-0.001914,0.0289,0.084322,0
-0.032493,-0.008092,0.058729,0.096711,0
0.076283,0.018604,-0.476581,-0.473978,0
0.029145,0.036701,-0.433119,-0.439345,0
-0.044402,-0.034249,0.090504,0.136246,0
0.030929,-0.053446,0.015934,0.010839,1
0.001976,0.013062,0.039124,0.086608,0
-0.00589,-0.051532,-0.10274,-0.067742,0
0.037233,-0.015982,0.067137,0.12676,0
0.017054,-0.017475,-0.067938,-0.012892,0
0.106831,0.033504,-0.766511,-0.800851,0
0.013267,-0.006456,-0.071181,-0.143447,1
0.00393,-0.01251,-0.011591,-0.050211,1
-0.033474,-0.026602,-0.110759,-0.109769,0
0.019576,0.018785,-0.393049,-0.496855,1
0.118331,0.032827,-0.690029,-0.789806,1
0.020006,0.006148,-0.052956,-0.028246,0
0.020922,-0.006728,-0.021933,-0.052955,1
0.056913,0.031289,-0.452997,-0.465414,0
-0.014535,-0.001644,-0.024639,-0.06328,1
0.03783,0.01488,-0.204636,-0.26707,1
-0.047103,-0.032482,-0.035603,-0.020357,0
-0.018165,0.025919,-0.152416,-0.122451,0
0.015104,-0.008475,-0.004377,0.047754,0
-0.006053,0.001048,-0.014358,-0.068453,1
-0.00317,0.006597,-0.049825,-0.048095,0
0.036102,0.037392,-0.509058,-0.529818,0
0.120144,0.019941,-0.771244,-0.885267,1
0.059151,0.01718,-0.405366,-0.406443,0
-0.016672,0.020283,0.014635,0.059857,0
-0.014594,0.020611,0.012811,0.053615,0
0.038043,-0.050241,-0.041664,-0.061942,1
0.066802,0.014422,-0.486072,-0.593578,1
0.037837,0.009194,-0.301585,-0.392343,1
0.004269,0.033883,-0.397885,-0.390569,0
-0.021987,0.022106,-0.037761,0.010459,0
-0.044347,-0.020548,0.08671,0.119861,0
0.062081,-0.081124,-0.237218,-0.247803,1
0.018578,-0.045567,-0.256256,-0.224298,0
0.001421,0.030845,-0.153199,-0.146741,0
0.005981,0.013277,-0.20536,-0.290239,1
0.021717,0.013992,-0.246017,-0.223257,0
-0.021316,-0.022097,-0.050914,-0.046239,0
0.02583,0.035632,-0.428358,-0.439771,0
0.026827,-0.056963,-0.115521,-0.140108,1
-0.008482,0.004246,-0.066387,-0.044541,0
0.037775,-0.003752,-0.120279,-0.172091,1
0.063735,0.013449,-0.244248,-0.325108,1
-0.038046,-0.005571,0.048135,0.078329,0
0.077373,0.037677,-0.826696,-0.926691,0
-0.045102,-0.007925,0.09907,0.130937,0
0.017858,0.020165,-0.207346,-0.185734,0
-0.008586,0.006909,-0.118706,-0.17308,1
-0.000791,-0.00187,-0.1007,-0.128996,0
0.02002,0.002709,-0.079602,-0.153333,1
0.015793,-0.036806,-0.107311,-0.153461,1
0.027271,0.01665,-0.325203,-0.42645,1
0.019881,0.006003,-0.193549,-0.273413,1
-0.03258,-0.007163,0.077272,0.127883,0
-0.015567,-0.031704,0.089839,0.073986,1
0.000401,-0.036388,0.009698,-0.021642,1
0.009807,-0.034391,-0.184479,-0.249123,1
-0.052331,-0.023726,0.101727,0.143794,0
0.02683,-0.053584,-0.178158,-0.217094,1
-0.009761,0.014688,-0.125281,-0.192186,1
0.048933,0.03492,-0.54009,-0.59651,0
-0.01839,-0.000487,0.061735,0.024942,1
-0.025805,-0.031072,-0.125251,-0.124104,0
0.009217,-0.033866,-0.133399,-0.197542,1
0.033657,-0.003612,-0.085477,-0.131206,1
-0.031919,-0.030449,-0.069753,-0.062229,0
-0.042289,-0.030888,0.089529,0.128092,0
0.009551,-0.000494,0.064464,0.122965,0
-0.030658,-0.008506,0.043961,0.079442,0
-0.008696,0.022721,-0.298909,-0.373705,1
0.013966,-0.050842,-0.130984,-0.166612,1
0.015858,0.018422,-0.398572,-0.499767,1
-0.039035,-0.031277,0.077398,0.111251,0
-0.045244,-0.008586,0.000606,0.010375,0
-0.042115,-0.004995,0.08084,0.118295,0
0.030482,0.006043,-0.126994,-0.188821,1
-0.024757,0.004387,-0.026602,-0.082885,1
0.0217,0.035092,-0.326567,-0.331771,0
0.023476,0.026917,-0.196625,-0.192652,0
0.012529,0.033001,-0.36343,-0.380694,0
0.042923,0.017057,-0.312065,-0.288049,0
0.001863,-0.029902,-0.164214,-0.189501,0
0.040259,0.014981,-0.19478,-0.257576,1
0.077373,0.037677,-0.826696,-0.926691,0
-0.001052,-0.040394,-0.041341,-0.075279,1
-0.046923,-0.03308,-0.055868,-0.037766,0
0.123601,0.033252,-0.561595,-0.660385,1
0.00516,-0.017978,-0.136376,-0.114071,0
-0.004998,-0.017986,-0.043476,0.013224,0
0.009707,0.004198,-0.000335,0.043969,0
0.07556,-0.094306,-0.355249,-0.345305,1
-0.002937,0.033833,-0.375199,-0.358189,0
0.013498,-0.022531,-0.056761,0.001238,0
-0.041995,-0.032902,-0.092948,-0.082922,0
0.013779,-0.055142,-0.198875,-0.246137,1
0.116227,0.035413,-0.85214,-0.904499,0
0.065275,-0.060735,-0.23322,-0.241303,1
0.032838,0.01802,-0.338004,-0.322136,0
0.10318,0.029432,-0.442999,-0.434487,0
0.009806,0.00648,-0.170284,-0.263184,1
0.095479,0.019836,-0.57379,-0.572562,0
-0.002311,-0.021854,-0.163115,-0.196408,0
0.002866,0.002493,-0.137604,-0.197983,1
-0.001788,0.016094,0.041101,0.082068,0
0.02192,-0.004574,-0.124275,-0.184122,1
-0.050834,0.007201,0.096846,0.14008,0
-0.029358,-0.023703,-0.098099,-0.102916,0
-0.026302,0.002477,0.030887,0.081759,0
-0.027577,-0.03101,0.055699,0.100358,0
0.012814,-0.05764,-0.071704,-0.087509,1
0.030828,0.013523,-0.08803,-0.051083,0
-0.003814,0.007284,-0.130149,-0.202404,1
0.021788,0.02884,-0.161465,-0.156667,0
0.041719,-0.041706,-0.337206,-0.340461,0
-0.005007,-0.015797,-0.049595,0.000852,0
-0.017705,0.023192,-0.129564,-0.096396,0
-0.017627,-0.039249,-0.03501,0.000644,0
0.064611,-0.04702,-0.138613,-0.144448,1
0.003129,-0.004237,-0.02643,-0.06634,1
0.044566,-0.050494,-0.11799,-0.114188,1
0.024793,-0.003748,-0.023268,-0.078535,1
-0.017501,-0.011794,-0.073778,-0.086938,0
0.043347,-0.019557,-0.200934,-0.185623,0
-0.004415,0.016747,-0.076279,-0.047438,0
0.005489,0.034057,-0.167455,-0.161293,0
0.008834,-0.003654,0.066175,0.033793,1
0.037812,0.027955,-0.191502,-0.166252,0
0.006683,0.017748,-0.343624,-0.438806,1
0.122525,0.02568,-0.857662,-0.978332,1
-0.046747,-0.021773,0.059099,0.08312,0
-0.048109,-0.030819,-0.029463,-0.010554,0
0.016825,0.036182,-0.390863,-0.393305,0
-0.045563,0.009392,0.011909,0.025452,0
0.002742,-0.016851,-0.058563,-0.0138,0
-0.020192,0.002084,0.024929,0.061177,0
-0.000673,0.00801,-0.125265,-0.20549,1
0.090502,0.018275,-0.585834,-0.672937,1
-0.045753,0.014601,0.007307,0.049211,0
-0.017843,0.001538,0.037257,-0.00174,1
0.039163,-0.002224,-0.131238,-0.189994,1
0.052749,0.032565,-0.427331,-0.433498,0
0.071278,0.016299,-0.521628,-0.637138,1
-0.00623,0.011442,-0.125078,-0.192657,1
0.034994,0.026702,-0.725648,-0.857777,1
-0.006803,0.005307,-0.051089,-0.048083,0
0.090375,0.02111,-0.564281,-0.576227,0
0.026808,-0.055337,-0.153603,-0.183943,1
0.002514,0.016294,-0.015846,0.016451,0
0.003821,-0.039845,0.04035,0.018623,1
-0.023012,0.003678,0.033288,0.056591,0
0.073977,-0.094399,-0.341158,-0.328227,1
-0.004546,-0.007605,0.01894,0.062878,0
0.016405,0.038665,-0.447813,-0.442202,0
0.026263,0.009428,-0.235988,-0.325387,1
-0.027173,0.024132,-0.123924,-0.101476,0
0.016766,-0.005637,0.044557,0.097223,0
-0.057972,-0.007,0.106518,0.144114,0
-0.002479,-0.010394,-0.015073,-0.070494,1
0.018979,0.03808,-0.450071,-0.446936,0
0.001743,0.017533,0.021839,0.061354,0
-0.026467,-0.001981,0.044278,0.092741,0
0.000334,0.003784,0.057275,0.108814,0
0.017117,0.036207,-0.496497,-0.50604,0
0.008843,0.035088,-0.458135,-0.460036,0
-0.003846,-0.00534,-0.105587,-0.190373,1
-0.045927,0.015162,-0.006064,0.03491,0
0.032075,0.015902,-0.127708,-0.109201,0
0.023576,-0.054478,-0.139835,-0.174854,1
-0.002034,-0.005967,-0.112431,-0.138981,0
-0.064261,0.004763,0.14804,0.20124,0
0.124295,0.033142,-0.706389,-0.811099,1
0.048814,0.009235,-0.200478,-0.27597,1
-0.005253,0.005252,-0.066878,-0.046368,0
-0.005493,0.013268,0.071454,0.121039,0
-0.013015,-0.033903,0.038558,0.008862,1
0.060529,-0.076781,-0.426652,-0.483723,1
0.119743,0.03279,-0.696942,-0.798317,1
-0.011165,0.024277,-0.329327,-0.403987,1
0.025124,-0.032125,-0.002021,0.055256,0
0.010169,-0.002286,0.044982,-0.001646,1
0.04564,0.027795,-0.190003,-0.165956,0
0.040467,0.009176,-0.115019,-0.178292,1
-0.020767,-0.001053,-0.013465,-0.077863,1
-0.010037,-0.004421,-0.091696,-0.167055,1
0.003613,0.014203,-0.028843,-0.0052,0
0.003536,-0.001173,-0.053145,-0.033836,0
0.005251,0.028749,-0.137514,-0.147776,0
-0.035473,-0.031673,0.067738,0.100486,0
0.0116,-0.001229,0.026701,-0.02446,1
0.018284,-0.033124,-0.040413,-0.082651,1
0.034561,0.0156,-0.428526,-0.525293,1
0.025718,0.015524,-0.111196,-0.10822,0
0.016217,-0.035349,-0.053479,-0.067146,1
0.043579,0.027978,-0.230631,-0.221686,0
0.023313,0.008577,-0.215306,-0.302032,1
-0.030615,0.015955,0.011998,0.041839,0
-0.035208,0.006002,0.050251,0.010706,1
-0.001922,-0.038055,-0.020164,-0.048498,1
0.014786,-0.007313,0.046505,0.012321,1
0.016979,-0.016429,-0.030767,-0.010951,0
-0.042027,0.017867,-0.034423,0.008685,0
-0.020265,0.028253,-0.157715,-0.12731,0
-0.023925,0.00317,0.025139,0.073811,0
0.023644,0.014077,-0.268701,-0.337736,1
-0.050528,-0.03417,-0.051475,-0.028953,0
-0.009099,0.030399,-0.134656,-0.118743,0
0.064782,0.016555,-0.515832,-0.608882,1
-0.045835,-0.029049,0.051816,0.089649,0
0.022911,-0.012462,0.005824,-0.019624,1
-0.042862,-0.026683,0.057854,0.090969,0
0.013135,0.010025,-0.220762,-0.301288,1
0.015142,0.018658,-0.359646,-0.458158,1
-0.007919,0.023908,-0.328543,-0.411154,1
0.056605,0.016647,-0.309289,-0.39528,1
0.004476,-0.036113,-0.027613,-0.068626,1
0.021939,-0.038237,-0.155365,-0.212139,1
0.02805,-0.046339,-0.346057,-0.341501,0
0.025976,0.025172,-0.646172,-0.763146,1
-0.057956,0.005636,0.154749,0.203841,0
0.02792,-0.055854,-0.286966,-0.347335,1
-0.020143,0.003976,0.035022,0.060722,0
0.095197,0.023749,-0.446451,-0.419963,0
0.018037,-0.009156,0.003545,-0.029441,1
-0.03213,0.00617,0.013772,-0.025102,1
0.086494,0.018841,-0.635887,-0.752108,1
-0.034017,-0.021066,-0.081039,-0.0904,0
0.017492,0.034406,-0.333146,-0.331769,0
0.011133,-0.03232,0.008534,-0.022952,1
-0.013196,-0.041287,-0.094479,-0.060986,0
0.004823,-0.045515,0.05199,0.046978,1
0.043091,0.011449,-0.373626,-0.46342,1
0.000286,0.033686,-0.330016,-0.323421,0
-0.028119,0.013499,-0.050935,-0.10879,1
-0.005469,-0.028571,-0.083736,-0.087976,0
0.031292,-0.052425,0.011884,0.000921,1
0.020884,-0.047518,-0.217097,-0.218266,0
0.045715,0.009733,-0.164948,-0.234011,1
-0.002311,-0.021854,-0.163115,-0.196408,0
0.02316,0.027098,-0.177969,-0.172684,0
0.004644,0.014862,0.027514,0.062765,0
-0.050772,-0.029077,0.141959,0.1871,0
0.021957,-0.042387,-0.156219,-0.207085,1
0.02183,-0.041737,-0.150175,-0.200056,1
-0.004769,0.002679,-0.076843,-0.149293,1
-0.006863,-0.022532,0.089093,0.078142,1
0.097964,0.027445,-0.384013,-0.459551,1
0.006901,-0.050275,-0.185713,-0.174403,0
-0.040543,-0.005044,0.082573,0.116943,0
0.016355,-0.040836,-0.120469,-0.164324,1
0.019605,-0.034058,-0.081468,-0.124714,1
0.020774,0.011869,-0.094925,-0.070554,0
-0.021805,0.013293,-0.078184,-0.145317,1
-0.020586,0.00828,-0.053201,-0.11227,1
-0.02215,0.009017,-0.068426,-0.128746,1
-0.044544,-0.008493,0.079013,0.111926,0
-0.006957,0.000506,-0.049184,-0.110489,1
0.030644,0.021578,-0.247353,-0.232126,0
0.009157,-0.035927,-0.121628,-0.178833,1
-0.0035,0.001371,-0.039993,-0.097281,1
0.024667,0.008951,-0.070406,-0.038572,0
-0.046884,-0.000185,0.076833,0.100718,0
0.015321,-0.018812,-0.040435,-0.062495,1
-0.019866,0.019304,-0.015605,0.012874,0
0.018509,0.0078,-0.045268,-0.007081,0
-0.000791,-0.00187,-0.1007,-0.128996,0
0.068375,0.015179,-0.480578,-0.584684,1
0.011322,0.021739,-0.481883,-0.588955,1
0.00069,-0.038408,-0.050729,-0.093066,1
-0.000757,-0.019078,-0.05391,-0.007612,0
-0.040171,-0.00465,0.180251,0.231151,0
-0.022389,-0.018443,0.021995,-0.023567,1
0.025508,0.010662,-0.278799,-0.34943,1
-0.005214,-0.015939,0.099393,0.157188,0
-0.038174,0.000179,0.07816,0.137835,0
-0.01571,-0.004451,0.017485,0.063149,0
0.027271,-0.030778,-0.041863,0.009352,0
-0.013793,0.000143,-0.00526,-0.058885,1
-0.017467,0.00436,0.061316,0.097612,0
0.018915,0.021589,-0.525696,-0.645181,1
-0.034893,-0.028335,-0.047683,-0.033297,0
-0.050728,-0.019046,0.043686,0.060381,0
-0.017772,0.025283,-0.128725,-0.08737,0
0.033383,-0.055365,-0.165965,-0.201488,1
0.019829,0.017804,-0.376133,-0.476283,1
0.008733,-0.009235,-0.029777,-0.064965,1
-0.001159,0.033948,-0.122135,-0.107581,0
0.016682,0.01311,-0.298878,-0.373614,1
-0.000977,-0.049107,-0.136019,-0.109111,0
0.126206,0.033817,-0.572846,-0.67143,1
0.096996,0.020848,-0.650861,-0.748558,1
0.045921,0.030146,-0.244793,-0.287612,0
-0.021257,-0.002891,0.055173,0.074018,0
-0.047971,-0.022692,0.047498,0.069199,0
-0.000791,-0.00187,-0.1007,-0.128996,0
-0.009874,-0.050361,-0.067383,-0.035017,0
0.047956,0.016464,-0.267026,-0.343855,1
0.011495,-0.007241,-0.05325,-0.121637,1
0.015838,-0.049407,-0.154818,-0.197101,1
0.035163,0.01465,-0.341735,-0.4289,1
0.011612,-0.010183,0.061308,0.125657,0
-0.021064,0.024531,-0.162259,-0.14828,0
-0.005069,0.033961,-0.386465,-0.371361,0
0.001863,-0.029902,-0.164215,-0.189502,0
-0.048353,-0.027164,0.001157,0.025461,0
0.013385,-0.006972,0.029532,0.083297,0
0.008664,-0.037144,-0.101399,-0.155355,1
0.013515,-0.048158,-0.218295,-0.188333,0
0.017549,-0.002785,-0.099639,-0.1573,1
-0.001905,0.001491,-0.104977,-0.161088,1
0.00931,0.014818,-0.224327,-0.313226,1
-0.052025,0.000974,0.148264,0.194642,0
-0.005651,-0.021294,0.055404,0.038698,1
-0.018486,-0.036824,-0.015525,0.015735,0
0.015871,0.020007,-0.191368,-0.155693,0
-0.036806,-0.007692,0.19656,0.254428,0
-0.050183,0.013783,0.0447,0.089062,0
0.01618,-0.008912,-0.063255,-0.10325,1
0.011202,0.012674,0.052148,0.104592,0
0.064093,-0.046387,-0.123515,-0.123294,1
0.00403,0.033243,-0.153916,-0.15081,0
