@relation 'AT: Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.642skewness+0.613curtosis+0.395entropy-0.238variance numeric
@attribute 0.757variance+0.632entropy-0.161curtosis-0.046skewness numeric
@attribute '0.604variance-0.597entropy+0.52 curtosis-0.094skewness' numeric
@attribute class {0,1}

@data
0.613774,1.435982,0.472216,0
-0.234043,0.533685,-0.736994,1
-2.745656,0.378023,0.88632,0
-1.47013,1.197545,0.209019,0
-0.128516,1.547101,0.148053,0
-0.854494,-2.682273,-1.097349,1
-0.701226,-1.525312,-0.23765,1
-0.340927,-0.017248,-0.765351,1
-1.562419,-0.101714,0.559839,0
-0.211664,1.226555,0.14559,0
-0.709716,-0.529851,-0.240161,1
0.555701,1.716991,0.370063,0
3.108869,-1.376641,0.568818,1
2.115462,0.025887,-0.465454,1
-2.806978,0.244446,0.892823,0
1.083826,0.362814,-0.72446,1
-0.429043,0.953328,-0.348318,0
-1.184434,-1.405992,0.049559,0
-1.917334,-0.626686,0.505386,0
0.278226,-1.035383,-1.188172,1
0.028857,-1.024482,-0.998455,1
-1.588102,1.262635,0.385998,0
1.190351,-0.040866,0.419745,0
0.08036,-0.952043,-1.035124,1
-1.350113,0.510939,-0.454786,0
1.372923,0.088068,-0.187743,1
-0.338384,-0.605942,-0.816785,1
-0.56928,-0.638309,-0.520513,1
0.639402,1.553157,0.422802,0
-0.809476,1.373941,-0.154354,0
0.636665,-0.182788,-0.74632,1
2.837572,-0.949608,0.337235,1
-1.727156,-0.413818,0.179302,1
0.673725,1.419878,0.638325,0
-0.985035,-0.521222,-0.30177,1
3.266332,-2.135932,1.345492,1
0.218982,0.561935,-0.51088,1
-0.68496,-0.758764,-0.660154,1
-2.852935,0.642945,1.138744,0
0.597718,0.484902,-0.133847,0
0.827824,1.166054,0.939335,0
3.358472,-1.359136,1.170512,1
0.663748,1.332975,0.567071,0
1.010278,1.012745,0.778825,0
-0.040185,-1.299554,-0.970044,0
-0.988074,-0.528801,0.432553,0
-0.392033,0.883587,-0.347729,0
0.043408,0.600663,-0.725127,1
1.339687,0.311198,-0.485838,1
0.556508,-0.754266,-1.157859,1
-1.360389,-1.549867,0.669253,0
-2.431382,0.265408,0.662672,0
-0.260419,0.914424,-0.048049,0
-1.588368,-2.281906,0.723724,0
0.102474,-0.191022,-0.885885,1
-1.618214,0.878308,-0.09087,0
-1.136042,0.3043,-0.005169,0
0.058624,0.408573,-0.611936,1
0.915785,-0.020364,-0.706741,1
0.852556,-0.145457,-0.955547,1
-0.89758,-2.490905,-1.014536,1
-0.443561,-0.234557,-0.744272,1
-0.693989,1.123734,-0.275701,0
0.56223,0.714948,-0.016056,0
2.503327,-1.339733,0.354775,1
3.342002,-1.808869,1.297022,1
1.055107,0.210708,-1.286196,1
-0.75653,1.126614,-0.287999,0
-2.248054,-1.138493,0.610538,1
2.404951,-0.702649,0.427083,1
-1.166249,-0.382057,0.461863,0
-0.991268,1.42794,-0.040522,0
-1.658891,0.805883,-0.236059,0
-1.050648,1.351786,-0.086592,0
-2.554382,-1.723497,0.719249,0
-1.855351,-2.071339,0.095438,0
-0.766397,0.501851,0.426211,0
0.13194,2.242779,0.323836,0
-1.092972,0.358771,0.31655,0
0.299735,0.697241,-0.037679,0
0.239522,1.441252,0.176571,0
-1.179588,-1.315643,0.601834,0
-2.38829,-0.164874,0.579271,0
1.294864,1.582175,0.629169,0
3.118166,-0.63236,-0.163907,1
-0.349312,0.883674,-0.324442,0
1.935996,0.416868,1.201521,0
1.412517,-0.022814,-0.297563,0
0.768735,0.314165,0.513674,0
-2.246716,-2.293584,0.951054,0
0.881138,-0.393731,-0.983702,1
1.057182,0.031949,-0.692155,1
0.635443,0.981809,0.816933,0
-1.092124,-0.732712,-0.305988,1
-1.465603,-2.963927,-0.233121,1
-0.014976,0.224373,-0.260736,0
0.952176,-0.257942,-0.837116,1
-1.826725,-0.878703,0.366057,0
0.297028,0.518596,-0.581469,1
-0.241902,-0.786472,-0.85595,1
0.901422,1.379933,0.871258,0
-1.747813,1.208318,0.393484,0
0.586395,0.438505,0.085937,0
0.405475,0.248615,-0.932051,1
-0.208488,0.589663,-0.271765,0
-2.516465,-0.454966,0.67555,0
-1.088819,-3.241183,0.144026,1
-1.075258,-0.931047,0.452682,0
-0.981135,1.325799,-0.131867,0
-0.951934,1.250557,-0.200219,0
2.949384,-0.901952,-0.195884,1
-0.588778,-1.895076,-0.395182,1
-0.184948,-1.074516,-0.645275,1
-2.537622,0.481418,0.88949,0
-1.327273,1.451028,0.172173,0
0.749655,1.594831,0.310153,0
3.88151,-1.70641,0.970482,1
1.478403,-0.18734,1.501703,0
-1.588766,0.64582,-0.152807,0
-0.475347,-0.24107,-0.71615,1
-0.994641,0.12929,0.460413,0
0.78662,0.800654,0.38395,0
-2.341813,-0.131851,0.55363,0
2.861771,-0.770079,0.315092,1
-0.336131,0.82001,0.117728,0
0.807998,-0.806859,-0.852535,1
0.116069,-1.523297,-1.150251,1
0.060311,1.52512,0.165517,0
-2.685325,-2.086252,0.776221,0
0.238931,1.703605,0.066599,0
-1.174115,0.274153,0.227151,0
-0.243872,0.291897,-0.518131,1
0.169358,0.240542,-0.275221,0
0.548045,-0.490719,-1.169944,1
1.977941,-0.516636,-0.124588,1
-0.676209,-0.867181,-0.641472,1
0.03864,-0.565313,-0.76673,1
0.197404,1.546521,0.218592,0
1.874507,0.534103,-0.405386,1
2.088692,-0.006188,-0.324737,1
1.621555,-0.532456,0.055079,1
0.790278,1.818582,0.47579,0
2.570737,-0.876426,0.392857,1
-0.55688,0.286787,-0.724626,1
-2.165667,-1.021069,0.315977,0
0.486482,0.671681,-0.925804,1
0.879409,0.770511,0.862205,0
1.765662,-0.484918,-0.171805,1
0.837654,-0.653695,-0.899085,1
0.93228,0.984828,0.740659,0
1.209382,1.510289,0.482547,0
0.37211,0.702188,-0.208557,0
0.243167,1.372189,0.201316,0
-1.455293,0.177064,-0.152137,1
2.429882,-0.520897,0.321037,1
-1.157422,-0.637373,-0.205135,1
1.250928,1.395975,0.454757,0
0.037632,1.49829,0.281667,0
0.058253,1.687422,0.134544,0
0.313752,-0.643027,-0.990801,1
-0.015699,0.669994,-0.737568,1
-2.050818,0.05278,0.214836,0
-1.267328,0.083705,-0.175589,0
-2.145506,0.139928,0.383312,0
-1.08693,-0.347967,0.489955,0
1.190347,-0.040856,0.419754,0
-0.178479,-0.837263,-0.933436,1
-2.685325,-2.086252,0.776221,0
2.080585,-0.0484,-0.047766,1
0.844844,1.380338,1.001003,0
-0.974624,-3.003869,-0.869942,1
0.56581,0.315513,0.60632,0
0.579322,0.827388,0.677246,0
0.017563,0.60213,-0.139955,0
4.117283,-2.027535,1.768347,1
-2.600616,0.720538,0.975051,0
0.966359,0.38205,0.60843,0
0.814239,1.196573,1.022296,0
2.439008,-0.664459,0.565232,1
-2.411884,-2.658117,1.007927,0
3.035292,-1.60636,0.649814,1
-1.308838,-0.185029,0.618103,0
-1.214077,-1.777592,0.054748,0
0.033872,-0.413723,-0.908252,1
-1.312843,-1.796185,0.792837,0
0.829834,0.058148,0.258088,0
0.063523,-0.048117,-0.563945,1
-0.490348,0.946761,-0.406081,0
0.664097,-0.515913,-0.731702,1
-0.561507,2.021334,0.047984,0
0.636586,0.878341,0.607651,0
-0.303206,1.455442,0.221812,0
1.258212,1.20456,0.538401,0
2.815186,-0.378622,0.38075,1
-0.379706,0.102981,-0.196065,0
-0.145801,0.059388,-0.721625,1
-1.255432,0.16,-0.334552,0
1.512202,-0.959862,1.165559,0
0.494623,0.797812,0.604957,0
-1.560061,1.211733,0.35916,0
1.478848,0.811054,0.857178,0
2.745437,-1.423772,0.055523,1
0.641153,0.0949,-0.749266,1
2.657148,-0.924824,0.344057,1
0.992664,-0.48918,-1.183569,1
0.399485,0.657889,0.100415,0
0.945373,-0.631619,0.41392,0
-0.898279,0.865154,0.013132,0
-1.723616,0.569327,-0.18367,0
0.972995,0.072338,-1.159178,1
-1.216744,-0.080293,-0.142306,0
-1.088092,-0.367104,-0.274926,1
-1.573734,-3.342817,0.353153,1
0.722779,1.562123,0.379925,0
0.818258,1.4432,0.870982,0
-2.399344,0.154804,0.575811,0
-0.730563,1.671431,0.016245,0
0.639885,0.573073,0.511003,0
-0.151863,1.212566,0.025181,0
-0.078549,-0.057443,-0.877049,1
-0.898133,-2.308702,-0.04243,1
-1.121724,1.906577,0.275118,0
0.331707,0.646524,-0.874397,1
0.757109,-0.879877,-0.916711,1
-1.8798,-0.719704,0.346877,0
-0.694461,-2.054748,-0.399398,1
-0.365043,0.179141,-0.725995,1
-2.244775,-1.388138,0.602544,1
-0.210627,0.669309,-0.192419,0
-1.334432,-1.757945,0.644535,0
2.687989,-0.817084,0.401368,1
-0.596012,0.762584,-0.29452,0
2.341148,-0.026295,-0.347009,1
-0.162715,1.203115,-0.145793,0
4.134258,-1.964943,1.756464,1
0.414756,0.840205,0.0997,0
-2.752075,0.207843,0.891138,0
-0.125653,-0.770179,-0.800374,1
-1.650121,1.359771,0.309368,0
0.651444,0.452081,-0.18961,0
0.026901,2.041309,0.227599,0
0.955346,0.073904,-0.818757,1
-2.688086,0.127792,0.853603,0
-0.566395,0.858479,-0.395307,0
-0.052158,1.416427,0.200845,0
0.075926,0.888544,-0.209951,0
-2.726772,0.043953,0.973007,0
-2.692177,0.293165,0.992475,0
0.553782,-0.107036,-0.787964,1
-1.190079,1.901212,0.319396,0
-0.51014,-0.054565,-0.266822,0
2.680114,-0.763279,0.31176,1
0.282037,0.243534,-0.129828,0
-0.504125,2.398555,0.111951,0
-1.432854,-3.137315,-0.284931,1
0.229225,-1.161385,-1.060571,1
-0.332627,0.745933,0.054352,0
-0.354439,1.083595,-0.366576,0
1.896801,0.338646,-0.321898,1
3.253082,-2.058207,1.274132,1
-1.461325,-3.010367,-0.234723,1
-1.661636,0.228693,-0.007362,1
1.730225,0.074659,0.359521,0
0.930366,-0.056175,-1.25414,1
-1.096113,-0.263851,-0.248321,0
0.356582,-0.846361,-1.218811,1
0.360833,0.491539,-0.852712,1
0.432636,0.110135,-0.690939,1
-0.491154,0.656219,-0.312756,0
0.116116,0.500648,-0.027633,0
-1.307061,0.438226,-0.42025,0
1.28687,1.300739,0.451918,0
0.862788,-0.121013,-1.2524,1
2.062063,-0.48266,-0.466062,1
-0.916769,-1.061799,-0.191269,1
-0.439672,-0.013117,-0.434737,0
1.940041,-0.264051,-0.038151,1
-1.194495,-0.341464,-0.209177,0
-0.069018,-0.681353,-0.819222,1
-0.904798,1.498196,-0.068799,0
-0.041852,1.070949,-0.807635,1
2.011965,0.038102,-0.106204,1
1.151251,-0.110716,-1.10425,1
1.032004,0.101705,-0.055305,0
-1.366436,1.833896,0.388297,0
-1.897652,1.272876,0.412388,0
-0.310992,1.38937,0.186926,0
-0.580647,-0.554607,-0.466292,1
0.837859,1.485385,1.085977,0
-1.690917,0.952189,-0.007998,0
-0.885684,-1.750613,-0.109759,1
0.955759,1.578311,0.658975,0
1.295888,-0.292293,-0.841581,1
0.936623,1.500368,0.512218,0
-0.315897,-0.403488,-0.632502,1
-1.055738,-0.580643,-0.347434,1
-1.559633,0.099321,-0.129408,1
-0.315914,-1.409647,-0.877363,1
2.050088,-0.181241,-0.311686,1
2.008395,-0.762901,-0.072063,1
1.464811,-0.640113,1.512396,0
-2.097874,-1.052116,0.532408,1
-0.415467,2.239581,-0.047245,0
2.416386,-1.122205,0.671357,1
-0.144499,1.158576,-0.16405,0
-1.174858,-1.520177,0.439527,0
1.118839,-0.2116,-0.906543,1
-0.13901,0.988758,-0.672126,1
-0.99939,-2.441031,-0.097785,1
0.543263,0.979973,0.495075,0
-2.132495,0.183331,0.374196,0
2.048232,-0.217273,-0.500871,1
1.430288,0.650615,1.082374,0
2.55604,0.029773,-0.14605,1
-0.469597,-1.206542,-0.400036,1
-2.34183,0.599883,0.621837,0
-0.53331,0.789463,-0.737951,1
1.207809,0.319754,0.349406,0
3.09445,-0.675225,-0.228706,1
1.899572,-0.459887,0.963111,0
0.25729,-1.02555,-1.123291,1
0.829834,0.058148,0.258088,0
-1.221311,0.110952,-0.244793,0
-0.370398,0.747455,-0.462029,0
1.167794,1.78616,0.386714,0
2.156277,-0.754191,0.056231,1
2.142166,-0.736551,0.03169,1
0.22851,0.073198,-0.888157,1
1.560569,0.441269,-0.578728,1
-0.559394,-2.221044,-1.046633,1
1.881952,-0.065869,1.155275,0
0.102794,1.63167,0.075809,0
2.103539,-0.550475,0.011958,1
1.982727,-0.547754,-0.292514,1
-0.39828,0.225396,-0.165392,0
-0.488784,0.568832,-0.78449,1
-0.208959,0.572668,-0.750781,1
-0.307972,0.596511,-0.688471,1
0.196002,1.683481,0.170857,0
0.333462,0.196906,-0.835284,1
-1.174728,-0.065955,0.173743,0
1.860009,-0.445189,-0.118706,1
0.352185,0.158534,-0.884367,1
-0.173431,0.18078,-0.196542,0
-0.158015,1.734708,-0.011598,0
1.29566,-0.171282,-0.417574,1
-0.99919,1.259075,-0.128252,0
-0.149063,0.366641,-0.154707,0
0.169358,0.240542,-0.275221,0
-0.599627,-1.898341,-0.411465,1
-1.620277,-0.595588,0.111363,1
2.027263,-0.135073,-0.145632,1
0.69951,0.647622,0.578335,0
0.344608,1.791276,-0.195457,0
1.124227,0.545932,-0.537858,1
-0.434257,-0.638005,-0.409834,1
0.977455,0.930499,0.014735,0
-0.239245,1.788927,0.271254,0
0.117482,1.124266,0.205765,0
1.592392,-0.025886,0.429962,0
0.372973,0.422842,-0.867732,1
-0.089433,1.1882,-0.202767,0
-1.602889,-0.874626,0.090261,1
0.842601,1.125766,0.718955,0
0.535994,1.613033,0.375064,0
-1.6912,1.285402,0.415737,0
2.758784,-1.006296,0.326727,1
-1.006118,-0.711673,-0.331276,1
0.89642,-0.037018,-0.673535,1
-1.691511,0.798555,-0.220423,0
-0.704903,-0.461285,-0.299516,1
1.820481,0.252125,1.173206,0
-1.005325,-3.062387,-0.854244,1
-1.096799,-2.5416,0.025706,1
-1.041873,-0.740056,-0.77028,0
0.245455,1.095876,-0.218966,0
0.718515,1.560576,0.434133,0
0.169358,0.240542,-0.275221,0
1.969136,0.515261,1.04052,0
-0.321279,-1.13261,-0.868182,1
0.934538,-0.323912,-0.991106,1
2.343195,-0.610245,0.314255,1
-0.615541,-0.970639,-0.472403,1
0.78047,0.622283,-0.013731,0
-1.677276,1.147912,0.315531,0
-2.663369,0.750103,1.027414,0
1.190351,-0.040866,0.419745,0
0.734296,1.529095,0.741448,0
0.607679,0.517256,-0.052076,0
1.960122,-0.410262,-0.151642,1
1.66724,-0.087174,1.402285,0
0.603266,-0.376904,-0.795847,1
0.136193,0.097524,-0.596711,1
-0.544228,-0.341553,-0.734081,1
-0.143271,2.050219,-0.047341,0
1.435007,0.36617,-0.520706,1
1.452065,0.828532,0.695462,0
-1.209901,0.422235,0.333649,0
0.542036,1.749785,-0.18709,0
-1.02678,2.036088,0.19442,0
0.888087,-0.251651,-0.663252,1
-0.192135,0.715519,-0.427632,0
2.732352,-1.357966,0.050212,1
-1.644515,0.582043,-0.250344,0
-2.445607,0.21345,0.710614,0
0.195058,0.069933,-0.528709,1
0.488227,-0.027041,0.324383,0
-1.041447,-2.524455,-0.109704,1
0.275001,0.411113,-0.910675,1
1.894195,-0.229676,-0.201623,1
0.743558,1.256041,0.526218,0
-1.529302,-0.782347,-0.06583,0
3.154486,-0.56351,-0.082829,1
-0.047436,2.049031,-0.03859,0
0.875835,1.349788,0.708214,0
0.723018,1.019376,0.56913,0
-1.275554,0.390137,0.541063,0
-0.22462,0.951849,-0.178711,0
-1.951316,0.13011,0.144041,0
-0.893239,-0.276668,0.379853,0
-1.284972,-1.884676,0.514386,0
0.802551,1.876038,-0.203758,0
0.676564,1.138625,0.35261,0
4.06994,-2.09197,1.799996,1
0.523007,1.751469,-0.132694,0
-0.093753,1.3443,-0.090563,0
0.847372,0.192927,0.56028,0
-0.479174,0.404059,-0.334978,0
-2.616444,0.243129,0.855672,0
-2.235107,-1.182817,0.593922,1
1.401176,0.823959,0.767719,0
2.661297,-0.837738,0.49928,1
-0.769013,-1.696693,-0.163474,1
-0.90513,0.188805,-0.345525,0
-0.596657,-0.860811,-0.471041,1
1.228795,1.124964,0.717912,0
0.613877,0.514731,-0.075858,0
-1.855351,-2.071339,0.095438,0
-1.381456,-1.843317,0.63698,0
-0.038511,0.081846,-0.901517,1
-1.420436,1.756913,0.415844,0
-1.005516,0.672754,0.373253,0
-1.60453,-2.330501,0.820401,0
2.482187,-0.489475,0.19507,1
-1.159172,2.350205,0.340287,0
1.470541,-0.128052,1.278212,0
2.280211,0.188899,0.059505,1
-2.790713,-0.114516,1.007281,0
-0.543347,0.244422,-0.227713,0
1.92128,-0.298573,-0.045131,1
-0.219804,0.380976,-0.215346,0
-1.644269,1.376714,0.347578,0
-0.30894,-0.194118,-0.603338,1
-1.114983,0.806816,0.074593,0
-1.253891,0.218794,0.62669,0
-0.652965,1.271648,-0.275693,0
-1.271691,1.504696,0.200299,0
0.364563,1.76075,0.277534,0
-1.084862,0.948226,-0.102797,0
2.59845,-1.134279,0.431625,1
-1.474632,-0.005471,-0.215745,1
-2.317988,-2.4537,1.162772,0
-2.131565,0.012543,0.311292,0
-1.911601,-0.687575,0.409108,0
1.496704,-0.01962,1.504015,0
2.521099,-1.383905,0.223203,1
0.550419,1.707642,-0.119969,0
-1.559994,-2.086737,0.502001,0
0.303204,1.83093,-0.06091,0
3.970113,-1.847842,0.988333,1
-1.850503,1.27852,0.453125,0
-1.355821,0.053128,-0.243656,0
-0.157595,1.160945,-0.166897,0
1.624078,0.300335,0.315803,0
1.012317,1.634925,0.518737,0
-1.341087,-3.003337,0.131442,1
-1.64094,1.011337,-0.09422,0
1.627721,0.113531,1.398206,0
-1.693524,-0.613313,0.127804,1
-1.263384,-1.224432,0.738134,0
0.403892,0.282035,-0.880822,1
0.670935,1.672264,0.385329,0
-2.376619,-0.098046,0.604501,0
0.850657,-0.148198,-0.548804,1
-1.224406,1.192668,0.064396,0
-1.262888,1.808363,0.33604,0
0.791731,-0.69509,-0.830909,1
0.548499,1.207007,0.610577,0
-0.554192,0.773757,-0.614363,1
-1.047509,-0.498304,-0.254517,1
-0.235095,1.604586,0.227037,0
2.006385,-0.205316,-0.538385,1
2.679154,-0.487877,0.335605,1
-1.586987,-1.851491,0.882898,0
1.054279,0.093409,-0.617932,1
-0.827175,1.855876,0.116367,0
1.873007,-0.218026,-0.274821,1
0.152008,1.279963,0.184836,0
-1.296842,-0.855529,0.45296,0
-1.662071,0.793035,0.334111,0
-1.126533,1.401451,-0.116203,0
0.212116,-0.05172,-0.219363,0
-2.028465,0.438967,0.312152,0
-0.860704,0.134202,-0.033328,0
0.900546,1.769308,0.43295,0
0.820519,1.929025,0.313375,0
1.853416,0.012175,-0.141129,1
-0.122097,1.147317,-0.10985,0
-0.67655,1.407035,-0.303155,0
0.969175,0.623984,0.613537,0
2.922589,-0.027672,-0.501883,1
0.026108,2.054015,0.249613,0
