@relation 'Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.Remove-V-R8,6,11,1,4-5,7,13,12,10,15'

@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute 'marital status' {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute 'capital gain' numeric
@attribute age numeric
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute 'hours per week' numeric
@attribute 'capital loss' numeric
@attribute sex {Female,Male}
@attribute class {<=50K,>50K}

@data
Own-child,Divorced,0,39,HS-grad,9,Other-service,40,0,Male,<=50K
Not-in-family,Divorced,0,37,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,51,HS-grad,9,Sales,50,0,Male,<=50K
Husband,Married-civ-spouse,0,48,Some-college,10,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Transport-moving,55,0,Male,>50K
Husband,Married-civ-spouse,0,35,Bachelors,13,Sales,45,0,Male,<=50K
Husband,Married-civ-spouse,4064,40,5th-6th,3,Other-service,40,0,Male,<=50K
Own-child,Never-married,0,19,HS-grad,9,Sales,25,0,Male,<=50K
Not-in-family,Divorced,0,28,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Not-in-family,Never-married,0,23,Some-college,10,Sales,40,1974,Female,<=50K
Own-child,Never-married,0,18,Some-college,10,Sales,35,0,Male,<=50K
Not-in-family,Never-married,0,23,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,3411,47,11th,7,Transport-moving,40,0,Male,<=50K
Own-child,Divorced,0,42,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Own-child,Never-married,0,25,Some-college,10,Sales,40,0,Male,<=50K
Own-child,Never-married,0,17,10th,6,Sales,12,0,Female,<=50K
Not-in-family,Never-married,0,34,Bachelors,13,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,15024,30,Masters,14,Exec-managerial,60,0,Male,>50K
Own-child,Never-married,0,29,Assoc-acdm,12,Exec-managerial,40,0,Male,<=50K
Wife,Married-civ-spouse,0,22,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,46,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,69,HS-grad,9,Sales,24,0,Male,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Craft-repair,60,0,Male,>50K
Own-child,Never-married,0,19,Some-college,10,?,30,0,Male,<=50K
Husband,Married-civ-spouse,0,59,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,45,Some-college,10,Prof-specialty,40,0,Male,>50K
Not-in-family,Never-married,0,41,Masters,14,Adm-clerical,40,0,Female,<=50K
Unmarried,Divorced,0,47,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Unmarried,Widowed,0,64,11th,7,Farming-fishing,40,0,Female,<=50K
Husband,Married-civ-spouse,0,29,Some-college,10,Other-service,35,0,Male,<=50K
Own-child,Divorced,2174,29,Prof-school,15,Prof-specialty,72,0,Female,<=50K
Own-child,Never-married,0,17,11th,7,Prof-specialty,20,0,Female,<=50K
Unmarried,Never-married,0,24,HS-grad,9,Adm-clerical,60,0,Male,<=50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,3325,35,HS-grad,9,Other-service,50,0,Male,<=50K
Husband,Married-civ-spouse,0,48,Bachelors,13,Sales,60,0,Male,<=50K
Unmarried,Never-married,0,36,Assoc-voc,11,Prof-specialty,38,0,Female,<=50K
Not-in-family,Never-married,0,38,Assoc-voc,11,Craft-repair,40,0,Female,<=50K
Not-in-family,Divorced,0,49,HS-grad,9,Craft-repair,40,1669,Male,<=50K
Husband,Married-civ-spouse,0,42,Masters,14,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,36,Assoc-voc,11,Sales,60,0,Male,<=50K
Not-in-family,Never-married,0,25,10th,6,Machine-op-inspct,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Masters,14,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,35,HS-grad,9,Farming-fishing,30,0,Male,<=50K
Not-in-family,Divorced,0,32,Assoc-voc,11,Exec-managerial,50,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Masters,14,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,48,Some-college,10,Transport-moving,60,0,Male,<=50K
Wife,Married-civ-spouse,0,56,HS-grad,9,Sales,50,0,Female,<=50K
Husband,Married-civ-spouse,0,47,Some-college,10,Other-service,40,0,Male,<=50K
Unmarried,Never-married,0,30,HS-grad,9,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,51,11th,7,Craft-repair,40,0,Male,>50K
Own-child,Never-married,0,22,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,49,Bachelors,13,Exec-managerial,60,0,Male,>50K
Not-in-family,Widowed,0,67,HS-grad,9,?,10,0,Female,<=50K
Husband,Married-civ-spouse,3464,26,HS-grad,9,Machine-op-inspct,48,0,Male,<=50K
Unmarried,Married-spouse-absent,0,35,Bachelors,13,Craft-repair,40,0,Male,<=50K
Unmarried,Divorced,0,37,9th,5,?,40,0,Female,<=50K
Not-in-family,Never-married,0,34,Some-college,10,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,51,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,26,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Unmarried,Never-married,3887,28,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,32,7th-8th,4,Craft-repair,35,0,Male,<=50K
Unmarried,Separated,0,55,11th,7,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,17,11th,7,Sales,20,0,Female,<=50K
Unmarried,Separated,0,40,Some-college,10,Exec-managerial,40,0,Female,<=50K
Own-child,Divorced,0,38,Bachelors,13,Sales,50,0,Male,<=50K
Not-in-family,Widowed,15831,67,HS-grad,9,Exec-managerial,40,0,Female,>50K
Own-child,Divorced,0,44,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,7688,26,Some-college,10,Exec-managerial,40,0,Male,>50K
Own-child,Divorced,0,25,HS-grad,9,Handlers-cleaners,40,0,Female,<=50K
Unmarried,Divorced,0,45,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,38,HS-grad,9,Adm-clerical,45,0,Male,>50K
Husband,Married-civ-spouse,0,62,Some-college,10,Craft-repair,45,0,Male,<=50K
Not-in-family,Never-married,0,20,HS-grad,9,Other-service,40,2001,Male,<=50K
Other-relative,Married-spouse-absent,0,45,Some-college,10,Other-service,40,0,Male,<=50K
Wife,Married-civ-spouse,0,47,Masters,14,Prof-specialty,20,0,Female,>50K
Not-in-family,Divorced,0,49,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Craft-repair,40,0,Male,>50K
Unmarried,Divorced,0,24,HS-grad,9,?,37,0,Female,<=50K
Unmarried,Separated,0,29,HS-grad,9,Other-service,30,0,Female,<=50K
Other-relative,Never-married,0,23,11th,7,Farming-fishing,40,0,Female,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Bachelors,13,Exec-managerial,40,1902,Male,>50K
Husband,Married-civ-spouse,0,44,Bachelors,13,Prof-specialty,40,0,Male,>50K
Wife,Married-civ-spouse,0,32,HS-grad,9,Tech-support,36,0,Female,<=50K
Husband,Married-civ-spouse,0,73,HS-grad,9,Other-service,30,0,Male,<=50K
Not-in-family,Never-married,0,24,Masters,14,Prof-specialty,40,0,Female,<=50K
Wife,Married-civ-spouse,0,46,HS-grad,9,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,7688,61,Some-college,10,Sales,36,0,Male,>50K
Own-child,Never-married,0,37,Masters,14,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,29,Assoc-voc,11,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,40,Assoc-acdm,12,Exec-managerial,40,0,Male,>50K
Own-child,Never-married,0,17,11th,7,Machine-op-inspct,12,0,Male,<=50K
Unmarried,Divorced,0,30,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,19,HS-grad,9,Other-service,40,1719,Female,<=50K
Not-in-family,Never-married,0,30,Doctorate,16,Prof-specialty,60,0,Male,<=50K
Not-in-family,Widowed,401,90,HS-grad,9,?,4,0,Male,<=50K
Unmarried,Widowed,0,76,5th-6th,3,?,40,0,Female,<=50K
Unmarried,Divorced,0,47,HS-grad,9,Adm-clerical,35,1504,Female,<=50K
Husband,Married-civ-spouse,0,65,Preschool,1,?,30,0,Male,<=50K
Own-child,Never-married,0,25,Some-college,10,Adm-clerical,40,0,Male,<=50K
Own-child,Divorced,0,41,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,47,HS-grad,9,Transport-moving,40,0,Male,<=50K
Unmarried,Never-married,0,27,Assoc-acdm,12,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,42,HS-grad,9,Craft-repair,44,0,Male,<=50K
Not-in-family,Divorced,0,49,HS-grad,9,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,0,37,Bachelors,13,Sales,40,1902,Male,>50K
Own-child,Never-married,0,19,Some-college,10,Adm-clerical,15,0,Male,<=50K
Husband,Married-civ-spouse,0,24,HS-grad,9,Craft-repair,38,0,Male,<=50K
Husband,Married-civ-spouse,0,34,Prof-school,15,Prof-specialty,40,0,Male,>50K
Not-in-family,Never-married,0,33,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Not-in-family,Divorced,0,44,Some-college,10,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,7298,37,Bachelors,13,Adm-clerical,40,0,Male,>50K
Own-child,Never-married,0,45,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,35,Bachelors,13,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,58,HS-grad,9,Sales,50,0,Male,<=50K
Not-in-family,Divorced,0,45,Some-college,10,Other-service,50,0,Female,<=50K
Husband,Married-civ-spouse,0,54,Some-college,10,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,45,Masters,14,Exec-managerial,40,0,Male,>50K
Husband,Married-civ-spouse,20051,69,Some-college,10,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,24,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,61,10th,6,Other-service,38,0,Female,<=50K
Husband,Married-civ-spouse,7688,57,Bachelors,13,Exec-managerial,60,0,Male,>50K
Other-relative,Divorced,0,56,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,35,Masters,14,Prof-specialty,45,1977,Male,>50K
Husband,Married-civ-spouse,0,51,Bachelors,13,Exec-managerial,50,0,Male,>50K
Other-relative,Never-married,0,50,11th,7,Machine-op-inspct,40,0,Female,<=50K
Own-child,Never-married,0,25,Some-college,10,Tech-support,43,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Masters,14,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,23,Bachelors,13,Adm-clerical,25,0,Female,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Transport-moving,40,0,Male,<=50K
Unmarried,Divorced,0,38,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,35,HS-grad,9,?,40,0,Male,<=50K
Not-in-family,Never-married,0,25,Some-college,10,Tech-support,40,0,Female,<=50K
Not-in-family,Widowed,1086,78,HS-grad,9,?,20,0,Female,<=50K
Own-child,Never-married,0,18,10th,6,Other-service,15,0,Female,<=50K
Not-in-family,Married-spouse-absent,2174,40,HS-grad,9,Handlers-cleaners,60,0,Male,<=50K
Husband,Married-civ-spouse,0,61,HS-grad,9,?,40,0,Male,<=50K
Wife,Married-civ-spouse,0,31,12th,8,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Farming-fishing,45,0,Male,<=50K
Unmarried,Divorced,0,35,Assoc-voc,11,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,55,Masters,14,Exec-managerial,45,0,Male,>50K
Own-child,Never-married,0,19,HS-grad,9,Adm-clerical,30,0,Male,<=50K
Husband,Married-civ-spouse,0,31,Some-college,10,Craft-repair,40,1579,Male,<=50K
Husband,Married-civ-spouse,0,43,Masters,14,Exec-managerial,40,0,Male,>50K
Husband,Married-civ-spouse,0,49,Masters,14,Exec-managerial,47,0,Male,>50K
Husband,Married-civ-spouse,0,48,Prof-school,15,Prof-specialty,45,0,Male,>50K
Own-child,Never-married,0,27,HS-grad,9,Machine-op-inspct,34,0,Female,<=50K
Husband,Married-civ-spouse,7298,38,Masters,14,Exec-managerial,60,0,Male,>50K
Wife,Married-civ-spouse,4386,35,HS-grad,9,Adm-clerical,35,0,Female,>50K
Other-relative,Never-married,0,29,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Own-child,Never-married,0,27,Bachelors,13,Sales,2,0,Male,<=50K
Husband,Married-civ-spouse,0,31,9th,5,Craft-repair,43,0,Male,<=50K
Husband,Married-civ-spouse,0,26,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,0,53,HS-grad,9,Sales,35,0,Male,<=50K
Not-in-family,Never-married,0,23,HS-grad,9,Adm-clerical,30,0,Female,<=50K
Not-in-family,Separated,0,32,HS-grad,9,Machine-op-inspct,46,0,Male,<=50K
Own-child,Widowed,0,54,HS-grad,9,?,40,0,Female,<=50K
Own-child,Divorced,0,36,Bachelors,13,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,22,HS-grad,9,Farming-fishing,50,0,Male,<=50K
Wife,Married-civ-spouse,0,62,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,HS-grad,9,Craft-repair,44,1485,Male,>50K
Husband,Married-civ-spouse,0,59,Bachelors,13,Exec-managerial,50,1977,Male,>50K
Wife,Married-civ-spouse,0,43,HS-grad,9,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Exec-managerial,40,0,Male,>50K
Not-in-family,Never-married,0,27,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Some-college,10,Prof-specialty,60,0,Male,<=50K
Husband,Married-civ-spouse,0,41,HS-grad,9,Transport-moving,60,0,Male,<=50K
Not-in-family,Never-married,0,42,Bachelors,13,Prof-specialty,32,0,Male,<=50K
Not-in-family,Divorced,0,24,Some-college,10,Craft-repair,48,0,Male,<=50K
Unmarried,Never-married,0,35,HS-grad,9,Transport-moving,72,0,Male,<=50K
Wife,Married-civ-spouse,0,40,Some-college,10,Adm-clerical,40,0,Female,>50K
Wife,Married-civ-spouse,0,46,7th-8th,4,Prof-specialty,45,0,Female,<=50K
Husband,Married-civ-spouse,0,45,Some-college,10,Craft-repair,40,0,Male,>50K
Not-in-family,Never-married,0,33,HS-grad,9,Craft-repair,40,1092,Male,<=50K
Unmarried,Widowed,0,68,HS-grad,9,Other-service,7,0,Female,<=50K
Not-in-family,Separated,0,33,Bachelors,13,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,0,23,Some-college,10,Other-service,20,0,Male,<=50K
Husband,Married-civ-spouse,0,42,Bachelors,13,Farming-fishing,60,0,Male,>50K
Not-in-family,Never-married,0,30,Some-college,10,Sales,45,0,Male,>50K
Unmarried,Divorced,0,35,Some-college,10,Adm-clerical,40,0,Female,<=50K
Unmarried,Divorced,0,40,HS-grad,9,Adm-clerical,50,0,Female,<=50K
Unmarried,Divorced,5455,36,Masters,14,Prof-specialty,30,0,Male,<=50K
Wife,Married-civ-spouse,0,46,9th,5,Adm-clerical,50,0,Female,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,41,HS-grad,9,Exec-managerial,60,0,Male,<=50K
Own-child,Never-married,0,26,Masters,14,Exec-managerial,38,0,Male,<=50K
Not-in-family,Divorced,0,37,HS-grad,9,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,0,50,Some-college,10,Protective-serv,40,0,Male,>50K
Own-child,Never-married,0,20,Some-college,10,Other-service,20,0,Male,<=50K
Unmarried,Divorced,25236,59,Doctorate,16,Prof-specialty,45,0,Male,>50K
Husband,Married-civ-spouse,0,30,Some-college,10,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,23,HS-grad,9,Craft-repair,45,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Bachelors,13,Protective-serv,40,0,Male,>50K
Not-in-family,Never-married,0,28,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Not-in-family,Never-married,0,48,Some-college,10,Exec-managerial,40,0,Female,>50K
Unmarried,Separated,0,34,HS-grad,9,Handlers-cleaners,40,0,Female,<=50K
Not-in-family,Never-married,0,58,Bachelors,13,Prof-specialty,99,0,Male,<=50K
Husband,Married-civ-spouse,0,33,Some-college,10,Protective-serv,40,0,Male,<=50K
Not-in-family,Married-spouse-absent,0,38,Bachelors,13,Transport-moving,84,0,Male,<=50K
Husband,Married-civ-spouse,7298,49,Bachelors,13,Exec-managerial,40,0,Male,>50K
Not-in-family,Widowed,0,67,1st-4th,2,Other-service,20,0,Female,<=50K
Not-in-family,Never-married,0,23,10th,6,Machine-op-inspct,40,0,Female,<=50K
Husband,Married-civ-spouse,0,42,Some-college,10,Prof-specialty,40,0,Male,>50K
Wife,Married-civ-spouse,0,54,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,49,Masters,14,Exec-managerial,40,0,Male,>50K
Husband,Married-civ-spouse,0,35,Masters,14,Exec-managerial,60,0,Male,>50K
Own-child,Never-married,0,26,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,3325,31,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,25,10th,6,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Never-married,0,35,Masters,14,Prof-specialty,60,0,Male,>50K
Husband,Married-civ-spouse,0,40,Masters,14,Prof-specialty,40,0,Male,<=50K
Not-in-family,Separated,0,52,Assoc-acdm,12,Prof-specialty,50,0,Female,<=50K
Husband,Married-civ-spouse,0,42,Bachelors,13,Prof-specialty,40,0,Male,>50K
Unmarried,Separated,0,25,12th,8,?,30,0,Female,<=50K
Wife,Married-civ-spouse,0,50,Masters,14,Prof-specialty,40,0,Female,>50K
Husband,Married-civ-spouse,0,52,Some-college,10,Tech-support,40,0,Male,>50K
Husband,Married-civ-spouse,0,51,Masters,14,Prof-specialty,40,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,43,Assoc-voc,11,Farming-fishing,40,0,Male,>50K
Husband,Married-civ-spouse,0,57,12th,8,Transport-moving,40,0,Male,>50K
Not-in-family,Divorced,0,35,HS-grad,9,Exec-managerial,60,0,Male,<=50K
Not-in-family,Never-married,0,30,Bachelors,13,Sales,30,0,Female,<=50K
Husband,Married-civ-spouse,0,38,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Divorced,0,45,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,23,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Own-child,Separated,0,22,Some-college,10,Other-service,40,0,Female,<=50K
Other-relative,Never-married,0,21,HS-grad,9,?,35,0,Male,<=50K
Husband,Married-civ-spouse,0,60,Some-college,10,Protective-serv,38,0,Male,<=50K
Unmarried,Divorced,0,45,Bachelors,13,Prof-specialty,48,0,Female,>50K
Unmarried,Never-married,5721,26,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,49,10th,6,Other-service,40,0,Male,<=50K
Not-in-family,Divorced,0,29,Some-college,10,Other-service,35,0,Female,<=50K
Husband,Married-civ-spouse,7298,47,Some-college,10,Tech-support,40,0,Male,>50K
Husband,Married-civ-spouse,0,40,HS-grad,9,Transport-moving,35,0,Male,<=50K
Unmarried,Separated,7443,34,HS-grad,9,Adm-clerical,35,0,Female,<=50K
Husband,Married-civ-spouse,0,42,Masters,14,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,0,33,1st-4th,2,Craft-repair,35,0,Male,<=50K
Husband,Married-civ-spouse,0,63,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,53,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Assoc-voc,11,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,44,Some-college,10,Sales,45,0,Male,>50K
Husband,Married-civ-spouse,0,43,10th,6,Transport-moving,40,0,Male,<=50K
Not-in-family,Never-married,0,26,Masters,14,Exec-managerial,32,0,Male,<=50K
Husband,Married-civ-spouse,0,56,HS-grad,9,Transport-moving,40,0,Male,<=50K
Unmarried,Divorced,0,39,Assoc-voc,11,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,44,7th-8th,4,Handlers-cleaners,48,0,Male,<=50K
Not-in-family,Separated,0,34,HS-grad,9,Adm-clerical,48,0,Male,>50K
Not-in-family,Never-married,0,40,Assoc-acdm,12,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,38,Some-college,10,Other-service,40,0,Male,<=50K
Unmarried,Divorced,0,44,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Divorced,0,34,Some-college,10,Protective-serv,72,0,Male,<=50K
Not-in-family,Never-married,0,22,Bachelors,13,Prof-specialty,20,0,Male,<=50K
Not-in-family,Widowed,0,58,Some-college,10,Sales,20,0,Female,>50K
Unmarried,Divorced,0,43,Some-college,10,Tech-support,30,0,Female,<=50K
Own-child,Never-married,0,23,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Separated,0,41,Some-college,10,Exec-managerial,40,0,Female,<=50K
Not-in-family,Never-married,0,44,Some-college,10,Other-service,35,0,Male,<=50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Assoc-acdm,12,Protective-serv,56,0,Male,>50K
Husband,Married-civ-spouse,0,47,Some-college,10,Sales,50,0,Male,>50K
Own-child,Never-married,0,24,HS-grad,9,Other-service,30,0,Female,<=50K
Husband,Married-civ-spouse,0,39,Masters,14,Exec-managerial,40,0,Male,<=50K
Own-child,Divorced,0,32,12th,8,Protective-serv,54,0,Male,<=50K
Husband,Married-civ-spouse,0,40,HS-grad,9,Machine-op-inspct,50,0,Male,<=50K
Unmarried,Divorced,0,34,HS-grad,9,Other-service,45,3770,Female,<=50K
Unmarried,Never-married,2036,34,HS-grad,9,Craft-repair,30,0,Male,<=50K
Husband,Married-civ-spouse,0,57,Masters,14,Prof-specialty,45,1977,Male,>50K
Husband,Married-civ-spouse,0,71,5th-6th,3,Transport-moving,40,0,Male,<=50K
Not-in-family,Never-married,0,45,Masters,14,Prof-specialty,50,0,Male,>50K
Not-in-family,Divorced,0,54,HS-grad,9,Transport-moving,45,0,Male,<=50K
Unmarried,Never-married,0,26,Assoc-voc,11,Sales,54,0,Female,<=50K
Wife,Married-civ-spouse,0,37,Some-college,10,Exec-managerial,45,0,Female,>50K
Husband,Married-civ-spouse,0,28,Some-college,10,Farming-fishing,55,0,Male,<=50K
Unmarried,Divorced,0,42,Bachelors,13,Prof-specialty,15,0,Female,<=50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,37,HS-grad,9,Sales,50,0,Male,<=50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Sales,50,0,Male,<=50K
Not-in-family,Married-civ-spouse,0,39,Bachelors,13,Prof-specialty,60,0,Male,<=50K
Wife,Married-civ-spouse,0,45,Some-college,10,Adm-clerical,40,0,Female,>50K
Not-in-family,Divorced,0,30,Assoc-voc,11,Adm-clerical,46,0,Female,<=50K
Husband,Married-AF-spouse,0,27,HS-grad,9,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,44,Doctorate,16,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,44,Doctorate,16,Prof-specialty,40,1902,Male,>50K
Wife,Married-civ-spouse,0,38,HS-grad,9,Exec-managerial,60,0,Female,>50K
Own-child,Never-married,0,19,HS-grad,9,Farming-fishing,40,0,Male,<=50K
Not-in-family,Divorced,0,39,Some-college,10,Sales,38,0,Female,<=50K
Not-in-family,Widowed,0,55,10th,6,Transport-moving,40,0,Male,<=50K
Own-child,Never-married,0,17,10th,6,Other-service,20,0,Female,<=50K
Unmarried,Divorced,0,43,Some-college,10,Adm-clerical,40,0,Female,<=50K
Wife,Married-civ-spouse,0,36,HS-grad,9,Other-service,35,0,Female,<=50K
Husband,Married-civ-spouse,0,45,Bachelors,13,Farming-fishing,60,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Masters,14,Exec-managerial,38,0,Male,>50K
Husband,Married-civ-spouse,0,26,Some-college,10,Transport-moving,52,0,Male,>50K
Husband,Married-civ-spouse,0,32,Assoc-acdm,12,Craft-repair,40,1887,Male,>50K
Own-child,Never-married,0,21,HS-grad,9,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,43,Bachelors,13,Sales,60,0,Male,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,33,Bachelors,13,Prof-specialty,20,0,Male,<=50K
Not-in-family,Never-married,0,40,HS-grad,9,Sales,51,0,Male,<=50K
Own-child,Never-married,0,46,5th-6th,3,Machine-op-inspct,40,0,Female,<=50K
Own-child,Never-married,0,20,HS-grad,9,?,40,0,Male,<=50K
Not-in-family,Widowed,0,54,HS-grad,9,Exec-managerial,40,0,Female,<=50K
Own-child,Never-married,0,23,Some-college,10,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,58,HS-grad,9,Exec-managerial,45,0,Male,<=50K
Husband,Married-civ-spouse,3137,25,Some-college,10,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,7688,50,Masters,14,Prof-specialty,50,0,Male,>50K
Husband,Married-civ-spouse,0,42,HS-grad,9,Craft-repair,45,0,Male,<=50K
Not-in-family,Never-married,0,25,HS-grad,9,Other-service,38,0,Female,<=50K
Wife,Married-civ-spouse,0,60,11th,7,Machine-op-inspct,30,0,Female,<=50K
Not-in-family,Never-married,0,43,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,25,Bachelors,13,Sales,40,0,Female,<=50K
Wife,Married-civ-spouse,0,31,HS-grad,9,Craft-repair,45,0,Female,<=50K
