@relation 'AT: Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R105-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R11-86'

@attribute '-0.425relationship=Husband-0.425marital status=Married-civ-spouse+0.326marital status=Never-married-0.273sex-0.232age...' numeric
@attribute '0.457education-num+0.248native country=United-States-0.228native country=Mexico+0.225Education=Bachelors+0.221occupation=Prof-specialty...' numeric
@attribute '-0.422race=Asian-Pac-Islander+0.419native country=United-States+0.387race=White-0.231native country=Philippines-0.166race=Black...' numeric
@attribute '0.353age+0.339relationship=Unmarried+0.339marital status=Divorced-0.333marital status=Never-married-0.318relationship=Own-child...' numeric
@attribute '0.44 race=White-0.429race=Black+0.291native country=Mexico-0.289native country=United-States+0.233relationship=Not-in-family...' numeric
@attribute '-0.569workclass=Private+0.331workclass=Self-emp-not-inc+0.306workclass=Local-gov+0.253occupation=Farming-fishing+0.23 occupation=Protective-serv...' numeric
@attribute '-0.386relationship=Wife+0.361relationship=Not-in-family+0.26 hours per week+0.246race=Asian-Pac-Islander-0.243occupation=Prof-specialty...' numeric
@attribute 0.352race=Black-0.28race=Asian-Pac-Islander-0.273relationship=Wife+0.238fnlwgt-0.231occupation=Adm-clerical... numeric
@attribute 0.409occupation=Prof-specialty-0.347Education=Some-college-0.262occupation=Exec-managerial-0.254occupation=Adm-clerical+0.215Education=Prof-school... numeric
@attribute -0.327occupation=Sales+0.308workclass=Local-gov+0.306occupation=Protective-serv+0.291Education=HS-grad-0.27workclass=Self-emp-inc... numeric
@attribute class {<=50K,>50K}

@data
2.653098,-5.225732,-1.186094,-1.612244,3.598898,2.010565,-0.953128,2.143669,-0.65311,0.089693,<=50K
-1.91633,0.66025,0.250112,-1.364303,0.016767,-1.52928,-0.266437,0.41641,-1.228573,0.25779,>50K
0.712798,2.743742,-0.109351,-0.537437,1.4639,-0.641353,0.57765,1.061248,-0.053507,0.133882,<=50K
0.048963,-0.0655,1.180906,0.465513,0.082249,2.42044,3.082433,0.493548,0.816723,0.38828,<=50K
2.064886,0.484107,0.259698,1.819023,-0.067684,-1.353512,-1.150868,-1.040946,-1.005106,-2.22345,<=50K
-2.371786,-1.732355,1.262123,-0.058445,-0.864496,-0.765071,1.45123,1.525499,-0.387287,1.219653,<=50K
2.135899,0.90699,-1.367817,0.838444,-3.60229,2.47227,-1.448855,0.606317,-1.89975,-0.318384,<=50K
-0.514376,-6.847791,-1.607434,-0.411602,5.068502,3.069696,-1.667657,0.753579,-2.000298,-0.833408,<=50K
-2.146408,3.608399,-0.824313,1.489432,1.837253,0.584996,2.429029,1.114009,-0.542778,-1.84981,>50K
-1.58445,-1.233776,1.155325,-0.075345,-0.507543,-1.217682,0.211599,-0.436244,0.185636,-0.36653,<=50K
1.052611,1.050563,0.29381,2.241259,0.454711,-1.526817,0.609829,-0.203313,-1.013348,0.659246,<=50K
-2.14174,-2.24501,1.058627,0.791245,-0.187971,-0.620401,-0.348207,0.023271,1.06993,-0.23175,<=50K
-3.042866,0.262822,0.065662,0.45919,-0.0398,0.900933,-0.355127,-0.447688,-2.159936,-2.276681,>50K
3.398945,-0.158329,-2.674173,0.067128,-2.294633,-1.278551,0.817121,-2.515913,0.411708,0.942905,<=50K
-1.181742,-2.040564,-0.13356,0.327245,-3.134113,-0.374878,0.994144,0.877644,0.633532,0.81798,<=50K
-2.005068,-2.056959,1.326026,-0.002355,-0.629148,-0.442341,0.327358,0.571588,0.768389,-0.146043,<=50K
2.698683,-0.142486,0.774785,0.848857,-0.223918,-0.465657,-0.228497,-0.819959,0.77111,-0.04586,<=50K
3.287303,-0.220472,-1.17823,-0.528554,-2.287891,0.131727,-0.982757,0.607521,-1.367822,-2.382326,<=50K
-2.077337,-0.95137,-7.881641,-2.80956,-1.258023,-2.382741,3.561259,-3.156958,-0.070637,-1.587752,<=50K
1.032335,2.092583,-0.409265,2.213179,0.989637,-1.540595,-0.601344,0.214608,0.053092,0.216949,<=50K
-2.047131,0.956852,-0.037662,-1.435802,0.401762,-1.123405,-0.995326,0.942849,0.565015,-0.038744,>50K
1.541782,0.283523,-2.459734,-2.049433,0.701957,-0.350365,1.193645,3.917825,-3.117033,-1.718639,<=50K
-2.504896,-2.289225,-1.281545,-0.665067,1.887269,-0.935783,0.374063,-1.239051,-1.665993,0.572484,<=50K
-2.368891,-1.666034,1.160952,0.607664,-0.806743,-0.962444,0.884572,0.544481,0.513531,1.040796,<=50K
-0.467052,4.51982,-1.401804,-0.217861,1.365655,1.474598,0.036409,0.784527,1.709149,1.00096,>50K
-2.919183,-0.4202,0.801962,0.057473,-0.425824,1.592552,1.210764,-0.951104,-0.136181,-0.138256,<=50K
-4.06867,2.351089,-0.988199,-0.990004,0.659173,0.948471,-0.66424,0.918926,2.010787,-2.285757,>50K
2.897943,1.140332,1.025044,-2.293891,0.078664,0.348031,-1.890356,-1.219251,0.856825,-0.337138,<=50K
1.925385,-1.006738,1.716568,-1.642487,-0.510762,-0.258185,0.532242,0.055361,0.863003,0.931087,<=50K
1.353476,1.402609,0.518317,-0.311833,0.713284,-0.435358,0.690788,0.553305,-1.286075,1.204079,<=50K
0.173947,2.431019,-0.191124,0.339555,1.727947,-1.166261,1.015802,1.394513,0.732804,0.263682,<=50K
0.347603,-0.796495,0.627769,3.288237,0.343237,-1.287812,0.773272,-0.725403,1.668613,0.059437,<=50K
-2.499995,-0.858429,0.905558,0.472033,-0.519165,1.384467,1.135369,-1.02855,0.133848,-1.29738,<=50K
0.999156,0.662144,-0.093287,1.332572,0.182056,-0.772553,-0.994926,0.570821,-0.065421,-0.954745,<=50K
3.017089,0.253726,-0.706117,-0.786476,-3.706336,2.987728,-0.975188,0.384065,-1.402537,-0.025764,<=50K
-0.221822,3.235542,-0.604634,0.177322,0.836219,2.096149,0.692284,0.894183,-0.513732,2.084328,>50K
-1.685623,-1.105364,0.959846,-0.649647,-0.359535,-0.866127,-0.318162,0.636944,-0.647467,0.968296,>50K
2.331546,0.246879,1.318649,-1.978899,-0.034738,0.079608,-0.442975,0.181454,0.029191,0.388532,<=50K
0.770106,-0.274431,1.25142,1.532809,0.314802,-0.829815,2.331037,0.818344,0.651629,1.545128,<=50K
-1.27744,-1.886025,1.142141,-0.101357,-0.638787,-1.358938,-0.003201,0.265782,0.530086,1.09413,>50K
-2.238978,-1.627809,1.182215,0.294008,-0.229098,0.535588,1.452912,-0.61647,0.509153,-0.489705,<=50K
2.695695,-0.994118,-1.052402,3.330572,-2.288296,-1.268721,-0.658841,1.337352,0.638658,-1.322546,<=50K
-0.274604,-2.806271,-3.623577,-0.255289,-3.60188,0.018358,-0.80355,4.214157,-3.598213,-1.28854,>50K
2.655375,0.540055,0.999687,0.115917,-0.022997,-0.181357,-0.851806,-1.830504,-0.155763,-0.642808,<=50K
2.365209,-0.324395,1.756845,-2.874425,-0.414643,0.727318,-0.324199,-0.072663,-0.398155,0.02252,<=50K
-1.784679,-0.608857,0.340303,1.029512,-0.852403,1.881364,-0.926223,-0.323223,0.796266,1.506952,>50K
-1.817717,-1.234404,1.077909,-0.087742,-0.442681,-1.1978,0.407391,0.07554,-0.082871,-0.464527,<=50K
-2.111203,0.483016,0.430196,-1.200235,0.098756,-1.511329,-0.017146,0.110134,-0.626415,-1.236488,>50K
-2.524106,-0.933442,0.607517,1.009108,-1.110483,1.130218,0.642314,-0.395522,-0.733825,1.601558,>50K
2.671435,1.114878,0.808999,-0.591841,0.490061,-0.111016,0.020771,-0.331918,-1.797663,0.58016,<=50K
1.882157,0.669919,1.097987,-2.722093,0.054439,0.649491,-0.923566,0.312517,0.112911,-0.146115,<=50K
-1.409136,3.07909,-1.242671,-0.232353,0.426871,0.453676,-3.517209,-1.365551,0.645312,0.546862,>50K
-2.675487,0.03611,0.292435,0.830768,-1.416684,3.19279,-0.927828,0.031066,-0.327772,4.132539,>50K
-1.207289,-1.362644,0.979885,0.336735,-0.441802,-0.643837,-0.804625,-1.01726,0.171223,-0.054774,<=50K
1.086847,2.889803,-0.331433,-0.851596,1.653383,-0.325068,-0.458959,1.437124,1.723368,0.773106,<=50K
-0.036458,-1.020544,0.489739,0.947352,-0.273669,-2.093062,-2.245578,-1.374535,0.513973,0.90782,<=50K
-1.172767,1.950141,-0.404702,-0.474295,0.501222,-2.274707,-2.279305,-1.495645,-0.933235,-0.864934,>50K
2.267769,-0.872119,1.715693,-1.556178,0.467449,0.508555,0.951428,0.765205,1.347857,0.033539,<=50K
1.392774,1.528862,0.326548,1.250694,1.156727,-1.496609,0.891857,0.461821,-1.308257,1.044618,<=50K
3.037361,-1.010706,-4.59361,-1.868663,-0.88076,0.720459,-1.832241,4.820717,-2.261923,-1.289744,<=50K
2.035372,1.929659,0.225648,1.561366,0.999192,-1.284632,0.141726,-0.386504,-1.387874,1.33318,<=50K
-1.75668,-1.06085,1.167,-0.645146,-0.553821,-0.60857,0.102482,-0.53204,-0.805541,0.268084,<=50K
-1.964442,-0.914495,0.890586,0.031684,-0.377278,-1.144006,0.332646,0.135101,-0.474428,0.191742,>50K
1.868721,1.573762,-1.255355,-1.205093,-1.698773,-0.523488,0.886403,3.183348,-1.329177,-0.31076,<=50K
-0.456197,1.580866,-0.335655,-0.366484,0.323248,-2.291357,-2.712176,-1.743646,-0.89807,0.050101,>50K
1.285096,0.065118,1.365493,-0.563417,0.45543,-0.480851,2.01865,0.296499,0.384588,-0.155335,<=50K
-1.687165,-0.750939,0.535683,0.35208,-0.101081,-0.988577,-1.150304,-0.075504,1.926315,0.685329,<=50K
-1.666507,-1.853073,0.992693,0.478315,-0.523678,-1.488288,0.026946,0.121344,0.778575,0.961195,<=50K
-1.459286,-1.204125,1.245351,-0.362559,-0.572789,-1.167175,0.337435,-0.456269,0.095329,-0.320951,<=50K
0.727971,1.091485,0.822041,0.674936,1.017021,-1.230113,1.849212,0.274712,-0.608024,-0.30627,<=50K
-1.197524,-2.55649,1.515794,-0.394615,-0.539227,-0.198999,0.01176,0.332165,0.614562,-0.001939,<=50K
0.2432,0.166264,0.813896,0.866925,-0.153616,1.81013,2.163807,-0.536114,-0.254768,-1.592277,<=50K
2.548428,0.403924,1.432948,-2.18531,-0.531378,0.462557,-0.781533,-1.251828,-1.407751,0.320011,<=50K
-0.549189,-0.161456,0.223219,0.968193,-0.00745,-1.817085,-2.160523,-1.178083,-0.683288,0.079531,>50K
2.009373,2.174242,0.209426,-0.896536,0.991316,-0.731296,0.334174,0.49578,-1.255862,0.585179,<=50K
2.834755,1.318807,0.706679,-1.382133,-0.632528,2.957578,-1.681638,-2.108243,0.006078,0.002416,<=50K
-1.324644,-1.489433,0.966817,0.115141,-0.62235,-0.65257,0.144128,-0.097227,0.563539,0.356266,>50K
-1.426035,-2.620858,1.044533,0.652957,-0.27353,-0.933604,-0.602787,0.328738,1.289101,-0.369296,<=50K
2.110513,0.0913,-1.033936,0.842291,-2.581463,-0.249276,-0.245636,1.947598,1.305509,-0.369226,<=50K
3.181029,0.197432,1.479282,-1.105633,-0.590899,-0.094165,-0.719398,-1.861312,0.1562,1.057364,<=50K
-2.954714,1.001908,-0.194753,-1.099546,0.554789,-1.153316,0.002675,1.799999,-0.051081,-0.109576,<=50K
2.596976,-0.887961,-1.11041,2.428309,-2.301304,-1.218619,0.255755,3.00694,0.334245,-0.177397,<=50K
0.439361,-0.680815,0.414519,0.843692,-0.349382,-1.324435,-2.585012,-1.968216,0.686576,0.253516,<=50K
3.059594,0.805128,1.240221,-1.655068,-0.396344,0.205293,-1.207809,-1.817042,-1.334655,0.153731,<=50K
-2.067635,-1.681093,1.23474,0.447209,-0.614199,-1.005543,0.670739,-0.421854,0.727599,1.069994,>50K
-2.216247,1.032895,-0.043091,-1.314934,0.411471,-1.171937,-0.796461,0.753773,0.682799,-0.097361,<=50K
-2.367375,-1.696394,1.142725,0.619149,-0.793787,-0.952861,0.841137,0.659496,0.452311,1.052848,<=50K
-2.129022,0.896331,-0.148542,-0.072754,0.086675,-1.011409,-1.291761,0.298873,-0.431821,1.158661,<=50K
-1.645558,-3.373972,1.168333,1.160004,-0.017024,0.092272,-0.546099,0.32608,1.140989,-0.381358,<=50K
-1.647443,-1.115964,0.924841,-0.464276,-0.4066,-0.95995,0.155204,1.021227,-1.138143,0.389389,<=50K
-2.718681,1.997603,-0.542374,-0.612531,0.099165,1.386757,-1.398765,0.336226,0.815741,1.154704,>50K
0.111187,0.509118,0.772333,1.407285,1.011864,1.129939,2.08475,-0.385113,-0.00494,-2.715563,<=50K
0.794855,0.135447,1.221842,0.277982,0.02694,-0.716668,1.230263,-0.156764,-0.45935,0.221434,<=50K
1.689262,1.736914,-0.062328,2.454664,0.402634,-1.614295,-0.257302,-0.645684,-2.026898,0.791622,<=50K
1.66433,-1.327515,-0.624183,2.840269,0.277062,2.666145,-1.713112,0.035311,1.148976,-0.39511,<=50K
-4.134111,2.487162,-1.143171,-0.815315,0.776638,0.968905,-0.584254,1.144545,1.500399,-0.98726,>50K
1.600995,0.737772,-1.084385,2.660277,-1.650236,-1.156281,1.693335,1.977894,-0.553141,-0.573211,<=50K
0.938273,3.64963,-0.595223,-0.88224,1.19616,1.757928,-0.064894,0.537794,0.874229,0.77796,<=50K
1.791578,-1.548522,1.063624,-1.40927,0.002279,0.380155,0.780197,1.464687,0.327635,1.023375,<=50K
-1.767975,-1.704925,1.350808,0.000041,-0.703543,-0.906382,0.649736,-0.316464,0.539296,1.171791,<=50K
0.273898,1.630864,0.0186,1.285268,0.784914,-1.823494,0.919849,0.27582,-1.014744,-1.384949,>50K
-2.858482,1.135071,-0.341725,-0.724665,0.636557,-1.320002,-0.777471,1.102922,0.895742,-0.581055,>50K
0.148486,-3.578647,-3.568423,-0.036395,-3.776712,0.26876,-1.377219,5.081183,-1.985788,-1.367647,<=50K
-1.536335,0.693169,-0.152007,1.634975,-0.009351,-0.10875,-1.738726,-2.649427,-0.544877,-1.553355,>50K
1.193268,-4.485728,-2.372429,0.580897,4.202205,2.341295,0.405782,0.526565,-0.569078,-0.429469,<=50K
3.875284,-1.390108,0.128659,-1.639175,-3.126672,1.243657,-1.303672,0.923417,1.435734,-1.73616,<=50K
-0.861887,-2.638009,1.280289,-0.201492,-0.454019,-0.755244,-0.602615,0.422221,0.989833,-0.188225,<=50K
-2.803469,0.51475,0.191796,0.076607,-0.017255,1.86888,-0.203837,-1.283752,0.720634,-1.330316,<=50K
-1.463998,-2.95179,1.122109,0.852945,-0.091324,-0.39173,-0.676778,-0.389194,1.196245,-0.126823,<=50K
-2.924332,-1.307647,1.055988,0.678816,-0.67311,1.672944,1.808484,-0.767786,0.395255,0.208043,<=50K
-1.283841,-0.222489,0.73087,-0.614746,-0.577013,-0.794717,-0.988226,-0.814695,-1.791831,0.418459,<=50K
-2.819948,0.450598,0.242382,-0.097476,-0.045291,1.943891,0.061084,-0.940212,0.320621,-1.15313,<=50K
0.546395,0.450526,0.774657,1.516829,0.913651,-1.09135,2.102772,0.907265,-0.547084,0.602738,<=50K
1.336135,2.71016,-0.038915,-1.271242,1.508669,-0.698489,0.258171,0.811475,1.119797,-0.09311,<=50K
-0.390389,2.961224,-0.634815,-0.126027,1.902839,-0.690574,0.840508,2.444796,2.351749,-0.651542,>50K
-2.144021,-0.84579,1.018317,-0.54102,-0.381406,-0.964173,0.481355,0.124936,-0.435625,0.831932,>50K
2.075928,-1.116413,-0.556448,0.712575,-2.892199,-0.045985,0.842792,3.24597,-0.338806,-0.088522,<=50K
-0.289779,0.865848,0.629064,2.217159,0.340581,1.553341,2.061807,0.131043,0.635067,2.769235,<=50K
-2.044823,0.548513,0.542206,-1.537547,0.021664,-1.458163,0.274264,0.080267,-0.753541,-1.195515,<=50K
3.312926,-1.600254,-0.870772,-0.222091,-2.527264,0.409735,-0.509724,3.06537,0.057933,0.105158,<=50K
2.058068,0.778595,1.157913,-2.628192,-0.00056,0.565956,-1.149436,-0.519465,0.699784,-0.22401,<=50K
1.570883,0.401789,-0.060566,2.303084,0.138203,-1.274089,-0.798524,0.398377,1.170665,-0.165705,<=50K
-2.993303,2.362704,-0.868459,-0.370463,0.226561,1.544022,-1.694674,0.385483,1.583122,1.418864,>50K
1.840413,-0.283856,1.648985,-2.205862,-0.04366,2.017647,0.346064,-1.285762,-0.247788,-1.42474,<=50K
-1.152302,-1.458372,0.976895,0.249779,-0.641746,-0.713893,-0.193108,-0.635557,0.997404,0.306879,<=50K
-1.847005,-0.538982,0.850346,-0.647918,-0.334449,-0.972484,-0.056382,0.241978,-0.664008,0.965687,<=50K
-0.172318,2.641724,0.014371,-1.01854,1.356491,-0.58226,1.032128,1.227753,0.266618,0.200136,<=50K
-2.461817,-0.100854,0.48796,-0.121612,-0.088047,-1.078034,-0.431497,-0.234256,-1.432568,-0.850262,<=50K
1.059134,-0.671385,1.648481,0.351611,-0.538766,-0.439073,1.265134,-0.019566,0.647714,1.189441,<=50K
3.03312,-0.178174,-1.491054,-1.200394,2.80258,-0.00638,-0.397379,-1.023647,-1.46613,0.733462,<=50K
-3.46447,-0.48055,0.714989,0.356844,-0.05605,3.366316,2.175611,-1.563886,-0.764613,-2.47305,<=50K
-3.254636,-1.175888,0.961719,0.83594,-0.256844,3.115475,2.598801,-1.374901,0.521138,-1.453487,<=50K
2.749397,-0.071272,1.456287,-2.307244,-0.455072,0.779334,-0.953951,-1.155091,0.070245,-0.63145,<=50K
-1.337538,2.410296,-1.123363,3.092843,1.527802,0.890538,0.254107,-0.747013,2.233788,-2.302947,>50K
2.607621,-0.053875,1.443219,-2.283938,-0.438844,0.77779,-0.760057,-1.034871,-0.032288,-0.641064,<=50K
-1.808902,-0.571661,0.769876,0.1674,-0.219829,-1.134049,-0.826241,-1.290341,-0.423652,-1.468159,<=50K
0.131268,-0.459308,-1.856251,1.814093,3.218203,1.121516,1.989728,-0.732503,-0.200658,0.275344,<=50K
-2.47256,0.084166,-2.966113,-2.377772,2.662026,-0.984713,-0.595236,1.566113,-1.25689,0.001651,<=50K
-4.308659,0.843673,-9.386487,-2.955499,-0.350371,0.205266,2.618808,-1.737835,4.313574,-3.388379,>50K
-0.599383,-1.86104,-0.576408,0.720195,-3.023713,-0.188225,-0.004598,0.746203,1.041647,-0.045292,<=50K
0.454299,2.797516,-0.506268,1.238352,1.955326,-1.483969,0.52967,0.949014,0.845184,0.039238,<=50K
-1.19832,-1.507802,0.823858,0.713221,-0.540761,-0.808887,-0.689009,-0.766689,1.342676,0.174499,<=50K
1.68771,0.00531,1.114035,-1.051487,0.50498,-0.35634,0.913798,0.68207,-0.441263,0.383804,<=50K
0.91107,-2.652852,-1.678807,0.174227,2.582244,-0.595189,-3.247318,-1.694417,-2.041283,1.516574,<=50K
0.052101,3.435397,-0.541666,0.50102,0.756508,1.51758,-0.55971,-0.044653,0.636506,0.964022,<=50K
-3.045936,0.913124,0.16808,-0.462947,0.092579,1.021274,0.809061,-0.883715,-0.356224,-2.235051,>50K
-1.616104,-1.033849,1.224073,-0.769236,-0.599703,-0.599744,0.050011,-0.73451,-0.704548,0.278559,<=50K
0.499964,-1.58442,1.195297,2.208737,1.423894,-0.030138,2.041656,-0.143036,1.305417,-0.037791,<=50K
-3.158446,-1.336878,0.935537,1.049926,-0.582092,1.609842,1.75633,-0.66897,0.447004,0.146768,<=50K
-0.221294,-0.118417,0.187076,1.737566,-0.274359,-1.838122,-2.508946,-2.437392,-0.261861,0.931069,<=50K
-2.569175,1.363333,-0.301937,-0.840428,0.533896,-0.867867,-1.330516,0.898963,1.609667,0.640373,>50K
-1.80669,-1.785914,1.308867,-0.027619,-0.670277,-0.862475,0.648785,0.117018,0.260196,1.217968,>50K
-1.586151,-1.96996,-1.166615,-1.311364,1.693663,-0.737841,-0.07892,-0.759814,-2.364953,1.456125,>50K
-1.668107,-0.104106,0.310492,-0.079536,0.07334,-0.746909,-1.907381,-0.537333,0.832446,-0.266997,<=50K
1.503488,0.81626,0.572248,2.727606,0.761241,-1.322213,1.26617,-0.7668,-0.223083,1.416551,<=50K
2.066543,-0.295991,1.676816,-2.236839,-0.074796,2.012037,0.046621,-1.550477,-0.03852,-1.418294,<=50K
-2.539725,1.803757,-0.357022,-0.234099,-0.386806,1.164074,-1.053882,-0.291129,-1.245688,1.676183,>50K
2.105149,0.961792,0.896189,0.28075,-0.023949,-0.458177,-0.284679,-1.205705,-2.142368,0.334567,<=50K
1.626151,-0.948132,1.932586,-1.77779,-0.584988,0.289891,1.018059,-0.053475,0.538197,1.114663,<=50K
1.826872,2.300339,0.229292,-0.777964,0.983294,-0.798969,0.604171,0.116535,-1.032032,0.503324,<=50K
3.605395,-1.17056,-1.616731,3.901213,-0.730773,-0.861166,-2.111925,1.095684,0.679579,-2.172506,<=50K
2.205418,-0.991971,1.90343,-2.197676,-0.530354,0.443425,0.37752,0.439094,0.743151,0.93468,<=50K
-1.768545,-0.951438,0.93204,-0.14789,-0.413253,-1.098994,0.19098,0.177509,-0.526869,0.243727,<=50K
2.247936,0.48375,1.414751,-2.07145,-0.505463,0.425007,-0.388359,-1.247145,-1.447167,0.264733,<=50K
2.135532,1.434431,-0.061464,0.830581,-0.314874,2.244098,-1.144502,-1.197396,-0.775466,-0.169483,<=50K
1.00227,1.311152,0.10626,2.503137,0.585414,-1.459682,0.150649,-0.81485,-1.87101,-1.066239,<=50K
1.872863,-0.319717,-0.924661,2.773403,-1.82515,-1.361173,1.774109,2.709779,-0.025977,0.444685,<=50K
3.493908,0.056121,-1.195024,-0.348401,-2.623455,0.369089,-1.04961,0.659275,-1.79211,-0.599961,<=50K
0.950571,0.055723,1.286667,-0.807239,-0.453485,4.288498,0.788291,-1.041669,0.878305,0.721012,<=50K
1.051222,2.490005,-0.184908,2.640094,0.608525,1.355793,0.357512,-1.655502,-1.470257,1.258491,<=50K
2.890421,-1.091624,1.936677,-2.777169,-0.265697,0.612891,-0.908743,0.028469,0.404009,-1.453259,<=50K
2.365906,-0.338906,1.236207,-0.550502,0.259678,0.123859,0.820817,0.18657,1.190725,0.655466,<=50K
-2.304628,-0.215542,0.57355,0.181098,-0.798011,1.972006,-0.6729,-0.499868,-0.889176,1.551622,>50K
0.792848,0.792316,0.963436,-0.717224,0.701107,-0.336888,1.709163,0.754529,-0.201958,1.07529,<=50K
-1.895781,0.459728,0.509806,-1.518899,0.037258,-1.438195,-0.041064,0.2092,-0.774051,-1.160959,>50K
2.016553,-1.114034,0.74065,1.870799,-0.176989,-0.748871,-0.455267,0.109708,0.391446,-0.905005,<=50K
2.030396,1.982147,0.659801,-2.427132,0.376298,-0.536295,-0.713242,-0.57415,-0.509344,-0.91009,<=50K
1.145554,2.105369,-0.247554,0.303466,1.367823,-0.299344,-0.100143,0.629129,1.408262,0.167703,<=50K
3.134548,-0.426416,1.842275,-2.206096,-0.18979,0.257304,-0.734877,-1.292043,0.856977,-1.748363,<=50K
-2.077683,1.10129,-0.141459,0.670349,-0.865267,0.887806,-0.558629,-1.104325,-2.550448,1.515908,>50K
2.528858,2.242989,0.331191,-1.00048,0.878347,-0.776035,-0.225814,-0.489746,-0.570302,0.560669,<=50K
1.181162,-2.293445,-1.463801,-0.285906,1.617651,-1.08912,-3.133365,-1.846019,-0.606937,1.341553,<=50K
2.693989,-1.45683,-0.986984,-0.303172,1.931308,-0.816056,-0.144091,-0.643019,-1.19813,0.275205,<=50K
-2.169075,-2.176925,0.719422,1.506539,-0.402197,2.461493,-0.456192,-0.747532,1.35129,0.331851,<=50K
-0.248351,0.300131,0.366653,0.209601,-0.028856,-1.640815,-2.55893,-2.401552,-1.143523,-1.444448,>50K
-1.703459,-0.092575,0.344488,-0.236828,0.054095,-0.708772,-1.697759,-0.368045,0.645568,-0.236906,<=50K
1.515866,2.29971,-1.747219,2.315131,-1.880184,1.606605,0.55623,1.119224,-1.949401,-0.513801,<=50K
0.48216,2.289111,-0.248703,2.315707,0.718052,0.989399,1.120576,-0.326981,-2.962511,0.062351,<=50K
2.033801,0.388133,1.206746,-0.257644,0.558894,-0.66793,1.393434,-0.068049,0.303471,-0.241011,<=50K
0.306748,-0.977186,-2.270089,3.59682,3.376478,0.528723,-0.200982,-2.38637,0.838587,-3.375786,<=50K
-2.64957,-0.290355,0.42414,0.417122,-0.199671,1.704723,0.380171,-0.456049,1.500249,-0.178972,>50K
-3.538401,-0.356558,0.390271,1.07201,-0.223335,1.22219,1.17393,-0.395859,-0.281701,-0.874589,>50K
-1.658944,-0.992697,1.182024,-0.684842,-0.571983,-0.636991,-0.0434,-0.821009,-0.537649,0.154198,<=50K
2.89099,0.632337,1.534638,-2.315571,-0.251567,0.035111,-0.783429,-1.726497,-0.633347,-1.463295,<=50K
1.181369,-0.2988,-1.126431,1.41748,-3.245512,-1.44632,-2.627457,-1.114102,-0.544177,0.326793,<=50K
-2.810988,1.964407,-0.561084,-0.662442,0.118741,1.42084,-1.255728,0.671958,0.566485,1.184239,<=50K
1.755507,0.399799,-1.637689,1.622546,-1.884412,-0.538266,0.233109,1.509493,-2.095455,-1.620664,<=50K
1.53924,0.571538,0.390854,3.066126,1.022432,-1.296157,0.458503,-1.305893,1.140548,0.549124,<=50K
0.663991,0.734006,0.547182,1.429124,1.114749,-0.868842,1.349137,0.85729,1.510934,1.132908,<=50K
1.170992,2.186177,0.180129,-2.07771,0.800998,-0.311886,-0.591922,0.765284,0.649115,-0.411097,<=50K
1.685833,-0.784655,1.675204,-0.434316,-0.260608,-0.232878,0.905675,0.343855,0.398229,1.117155,<=50K
-0.677846,0.585245,0.020996,0.593298,0.15639,-1.619287,-2.664195,-1.896624,-1.644596,-0.929339,>50K
1.714242,0.310308,0.427901,1.738161,0.424386,-1.393481,0.566076,0.32506,-0.074267,0.618986,<=50K
0.409577,3.47978,-0.766566,-0.106052,1.375377,1.859501,-0.321848,1.337456,0.749449,1.209203,>50K
-2.045436,-1.773615,1.186872,0.455341,-0.580577,-0.970943,0.539143,-0.070462,0.532772,1.11216,<=50K
-0.773122,-2.113295,-0.616697,0.917034,-3.273638,-1.216495,-0.273716,1.873851,0.535032,0.16774,<=50K
1.347084,1.896128,0.391848,-0.202535,0.088456,2.399442,0.386549,-0.928571,-1.417548,1.348347,<=50K
3.033393,-1.426299,1.793504,-1.803119,-0.424043,1.088424,-0.757941,-0.729778,1.786648,-1.017532,<=50K
0.308405,1.275816,0.615836,1.06723,1.053179,-0.898266,1.90156,0.1004,-1.52686,-0.424513,<=50K
-0.25791,1.682506,0.554068,-0.499226,0.881666,2.026568,2.9247,0.612453,-1.163199,-1.350166,<=50K
-2.285288,0.510537,0.455804,-1.35884,0.092758,-1.468133,0.403952,0.426599,-0.942708,-1.20999,>50K
-0.876491,-1.498324,1.072516,-0.15361,-0.71599,-0.617214,-0.238254,-0.470349,0.78818,0.407448,<=50K
-1.746575,-0.61211,0.739805,-0.320911,-0.230954,-0.870163,-0.292176,0.125996,1.460918,0.768434,<=50K
0.208968,-0.700695,1.075002,1.940402,0.764621,-0.478181,2.071916,1.361884,0.817742,0.176474,<=50K
3.243734,0.348214,1.288715,-1.862633,-0.335493,0.537641,-1.257446,-1.683001,0.074448,-0.787198,<=50K
2.821878,1.080223,-1.135959,2.046363,-1.910816,-0.615811,0.167293,1.137583,-2.131564,-0.129596,<=50K
2.92741,-2.344022,1.796108,-1.95646,-0.01346,1.123252,-1.061908,0.807207,0.971398,-0.189941,<=50K
-2.047484,-1.668477,1.272523,0.307634,-0.639471,-0.976917,0.787024,-0.361229,0.630038,1.094128,<=50K
0.364915,2.923523,-0.861678,2.009403,1.324578,-1.4028,-0.704854,0.56655,1.185624,0.355797,<=50K
