@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R4-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
0,67.549981,-284049.404238,-19.052559,284028.619628,-13.856406,-284040.743984,-283987.050409,-284033.815781,283988.78246,<=50K
0,50.229473,-379885.507472,-38.105118,379871.651065,-12.124356,-379883.775421,-379812.761338,-379873.383116,379812.761338,<=50K
-3247.595264,72.746134,-76444.062392,-41.569219,73172.218417,3226.810655,-73191.270975,-73102.936384,-76423.277782,73099.472283,<=50K
3.464102,90.066642,-179792.069978,-39.837169,179778.213572,-15.588457,-179790.337927,-179721.055895,-179783.409724,179714.127692,<=50K
-3.464102,72.746134,-538047.726965,-48.497423,538032.138508,-17.320508,-538047.726965,-537959.392374,-538030.406457,537961.124424,>50K
-3.464102,67.549981,-266711.575654,-69.282032,266694.255146,-15.588457,-266709.843603,-266604.188504,-266697.719248,266605.920555,>50K
0,71.014083,-302390.090239,-57.157677,302372.769731,-15.588457,-302386.626138,-302298.291547,-302374.501782,302293.095394,<=50K
-1.732051,18408.235983,-161013.175122,-48.497423,142700.201934,-13.856406,-124411.477457,-142632.651952,-142705.398086,142632.651952,<=50K
1.732051,53.693575,-358993.510631,-50.229473,358974.458072,-19.052559,-358988.314478,-358901.711938,-358976.190123,358905.17604,<=50K
0,143.760217,-436404.057373,-13.856406,436393.665069,-13.856406,-436404.057373,-436359.024052,-436398.861221,436359.024052,<=50K
1.732051,65.817931,-1293495.543092,-69.282032,1293471.294381,-20.78461,-1293493.811042,-1293374.299536,-1293473.026432,1293377.763638,>50K
0,67.549981,-533999.924228,-15.588457,533984.33577,-12.124356,-533998.192177,-533949.694754,-533984.33577,533951.426805,<=50K
-3422.532396,83.138439,-176390.322192,-39.837169,172941.809034,3401.747786,-172966.057745,-172870.794951,-176366.073481,172874.259053,>50K
-1.732051,45.033321,-188819.518787,-51.961524,188809.126482,-10.392305,-188819.518787,-188741.576501,-188812.590584,188741.576501,<=50K
-3467.565717,81.406388,-715977.842325,-53.693575,712496.420202,3457.173412,-712508.544557,-712430.602271,-715967.45002,712428.87022,<=50K
1.732051,103.923048,-203969.767201,8.660254,203950.714642,-20.78461,-203968.03515,-203938.590286,-203955.910794,203935.126185,<=50K
0,77.942286,-513272.472213,-43.30127,513255.151705,-20.78461,-513277.668366,-513182.405571,-513253.419654,513184.137622,<=50K
0,8116.390084,-368947.606622,-84.87049,360888.374214,-10.392305,-352837.802061,-360793.11142,-360890.106265,360787.915267,<=50K
0,67.549981,-208343.19549,-46.765372,208322.41088,-13.856406,-208337.999338,-208258.325,-208327.607033,208256.59295,<=50K
0,38.105118,-334682.445496,-41.569219,334665.124988,-13.856406,-334678.981394,-334604.503209,-334665.124988,334601.039108,<=50K
-1.732051,71.014083,-149664.778231,-46.765372,149647.457723,-13.856406,-149663.04618,-149583.371843,-149650.921825,149579.907742,<=50K
0,41.569219,-372849.917091,-58.889727,372829.132482,-20.78461,-372849.917091,-372739.06584,-372829.132482,372742.529941,<=50K
0,114.315353,-215602.220425,-83.138439,215584.899916,-13.856406,-215600.488374,-215486.17302,-215593.560171,215482.708919,<=50K
0,43.30127,-396054.20176,-39.837169,396031.6851,-19.052559,-396054.20176,-395965.867169,-396033.417151,395965.867169,<=50K
0,86.60254,-669281.752553,-77.942286,669259.235892,-20.78461,-669280.020502,-669153.580793,-669262.699994,669157.044895,<=50K
0,84.87049,-167685.034833,-32.908965,167660.786122,-24.248711,-167678.10663,-167598.432293,-167662.518173,167596.700242,<=50K
1.732051,95.262794,-184842.730133,-10.392305,184820.213472,-22.51666,-184842.730133,-184783.840405,-184821.945523,184785.572456,>50K
1.732051,5807.566358,-282504.414918,-46.765372,276726.293424,-13.856406,-270981.080895,-276658.743442,-276728.025474,276658.743442,<=50K
1.732051,84.87049,-241582.982538,-39.837169,241558.733827,-19.052559,-241579.518436,-241498.112049,-241557.001776,241496.379998,<=50K
0,107.38715,-954108.847603,-53.693575,954094.991197,-10.392305,-954107.115553,-954027.441215,-954096.723248,954029.173266,>50K
0,86.60254,-118661.068776,-53.693575,118655.872623,-10.392305,-118661.068776,-118591.786743,-118652.408522,118586.590591,<=50K
0,34.641016,-211698.177904,-67.549981,211680.857396,-13.856406,-211696.445853,-211592.522805,-211680.857396,211590.790754,<=50K
0,51.961524,-276177.233318,-50.229473,276161.64486,-12.124356,-276173.769216,-276094.094879,-276165.108962,276090.630777,<=50K
0,62.353829,-139695.093783,-31.176915,139669.113021,-24.248711,-139691.629681,-139613.687395,-139667.38097,139620.615598,<=50K
0,86.60254,-333246.575376,-48.497423,333227.522817,-13.856406,-333241.379224,-333159.972836,-333232.71897,333159.972836,>50K
-1.732051,36.373067,-331400.209215,-20.78461,331381.156657,-13.856406,-331398.477165,-331339.587437,-331386.352809,331339.587437,<=50K
0,133.367912,-255115.495498,-3.464102,255105.103193,-13.856406,-255115.495498,-255080.854481,-255110.299345,255080.854481,<=50K
-1.732051,32.908965,-126470.885867,-3.464102,126453.565359,-13.856406,-126472.617918,-126431.048698,-126457.029461,126427.584597,<=50K
-1.732051,90.066642,-308072.948939,-74.478185,308062.556634,-12.124356,-308069.484837,-307969.025891,-308064.288685,307963.829738,>50K
1.732051,71.014083,-282353.726497,-46.765372,282332.941888,-19.052559,-282353.726497,-282260.195754,-282329.477786,282261.927805,<=50K
0,58.889727,-165516.507222,-41.569219,165499.186714,-13.856406,-165511.31107,-165438.564936,-165502.650816,165436.832885,<=50K
-1.732051,45.033321,-217039.822595,-64.08588,217022.502087,-13.856406,-217039.822595,-216937.631597,-217024.234138,216935.899546,<=50K
0,93.530744,-343282.077755,-43.30127,343269.9534,-13.856406,-343285.541857,-343202.403418,-343266.489298,343202.403418,<=50K
-2821.510766,64.08588,-512614.292906,-48.497423,509778.925734,2805.922308,-509791.05009,-509709.643702,-512602.168551,509711.375753,<=50K
0,60.621778,-316402.381273,-48.497423,316388.524866,-8.660254,-316398.917171,-316329.635139,-316390.256917,316331.36719,<=50K
0,50.229473,-216347.002272,-41.569219,216340.074069,-5.196152,-216348.734323,-216289.844595,-216345.270221,216291.576646,<=50K
0,109.119201,-297306.521119,-43.30127,297280.540357,-20.78461,-297301.324967,-297207.794223,-297282.272408,297212.990376,<=50K
0,31.176915,-651682.384297,-50.229473,651665.063789,-12.124356,-651678.920195,-651595.781757,-651670.259941,651594.049706,<=50K
0,50.229473,-272633.457365,-41.569219,272609.208654,-17.320508,-272629.993264,-272538.194571,-272610.940705,272541.658673,<=50K
-1.732051,39.837169,-198087.722658,-46.765372,198073.866252,-15.588457,-198089.454709,-198004.58422,-198077.330354,198004.58422,<=50K
1.732051,76.210236,-308561.387267,-36.373067,308538.870606,-22.51666,-308563.119318,-308469.588574,-308542.334708,308469.588574,>50K
-3.464102,53.693575,-358899.979887,-48.497423,358882.659379,-15.588457,-358898.247836,-358813.377347,-358886.123481,358815.109398,>50K
0,60.621778,-215636.861441,-62.353829,215616.076831,-24.248711,-215635.12939,-215520.814037,-215610.880679,215529.474291,>50K
-1.732051,109.119201,-176863.172062,-65.817931,176849.315656,-12.124356,-176857.97591,-176766.177217,-176852.779758,176760.981065,<=50K
0,65.817931,-159428.348633,-46.765372,159409.296075,-15.588457,-159423.152481,-159341.746093,-159414.492227,159341.746093,>50K
1.732051,102.190998,-409520.896789,-60.621778,409501.84423,-19.052559,-409517.432688,-409415.24169,-409507.040383,409413.509639,<=50K
-1.732051,38.105118,-694510.804616,-46.765372,694491.752057,-12.124356,-694509.072565,-694425.934126,-694496.948209,694422.470025,<=50K
-1.732051,69.282032,-700760.043929,-51.961524,700742.723421,-13.856406,-700756.579828,-700664.781135,-700746.187523,700666.513186,<=50K
1.732051,58.889727,-394174.926634,-58.889727,394161.070228,-8.660254,-394173.194583,-394095.252297,-394167.998431,394095.252297,<=50K
-1.732051,34.641016,-252752.978196,-3.464102,252733.925637,-12.124356,-252751.246145,-252711.408977,-252739.12179,252707.944875,<=50K
-1.732051,58.889727,-329494.953327,-45.033321,329479.36487,-12.124356,-329491.489225,-329410.082837,-329484.561022,329411.814888,<=50K
-1.732051,45.033321,-617592.160302,-60.621778,617569.643642,-17.320508,-617586.96415,-617488.237254,-617574.839794,617488.237254,<=50K
0,46.765372,-115150.201789,-50.229473,115132.881281,-12.124356,-115143.273586,-115068.795401,-115138.077433,115061.867198,<=50K
-1.732051,62.353829,-298373.464417,-13.856406,298354.411858,-15.588457,-298371.732366,-298321.502892,-298359.60801,298321.502892,<=50K
-4143.065532,122.975607,-205972.017934,20.78461,201799.507539,4117.08477,-201827.220352,-201790.847285,-205947.769223,201790.847285,>50K
1.732051,46.765372,-282414.348276,-76.210236,282390.099564,-20.78461,-282410.884174,-282286.176516,-282395.295717,282289.640618,<=50K
0,62.353829,-155136.326732,-50.229473,155120.738275,-12.124356,-155131.13058,-155054.920344,-155122.470326,155047.992141,<=50K
-1.732051,32.908965,-61515.516482,-55.425626,61498.195974,-12.124356,-61515.516482,-61423.717789,-61503.392126,61421.985738,<=50K
1.732051,55.425626,-282869.877638,-45.033321,282847.360978,-13.856406,-282859.485333,-282785.007149,-282852.55713,282779.810996,<=50K
0,69.282032,-333802.563685,-45.033321,333788.707279,-10.392305,-333800.831635,-333721.157298,-333792.171381,333717.693196,<=50K
1.732051,51.961524,-660190.217864,-55.425626,660174.629406,-8.660254,-660186.753762,-660107.079425,-660178.093508,660108.811476,>50K
-1.732051,76.210236,-385282.577788,-48.497423,385266.989331,-13.856406,-385279.113686,-385197.707298,-385270.453432,385199.439349,<=50K
-1.732051,32.908965,-60131.607886,-57.157677,60116.019429,-19.052559,-60131.607886,-60031.14894,-60114.287378,60031.14894,<=50K
-1.732051,96.994845,-82906.343955,-65.817931,82887.291396,-15.588457,-82906.343955,-82805.885008,-82895.95165,82802.420907,<=50K
0,45.033321,-338139.618908,-1.732051,338124.03045,-12.124356,-338134.422755,-338106.709942,-338127.494552,338101.51379,<=50K
0,8755.516832,-188218.497157,-83.138439,179513.209798,-17.320508,-170846.027557,-179411.0188,-179513.209798,179409.28675,<=50K
-1.732051,48.497423,-570596.425741,-45.033321,570584.301385,-13.856406,-570594.69369,-570511.555251,-570587.765487,570515.019353,<=50K
-3422.532396,58.889727,-318042.633387,-46.765372,314599.316382,3410.40804,-314613.172788,-314531.7664,-318028.776981,314531.7664,>50K
0,71.014083,-318898.266486,-48.497423,318879.213927,-17.320508,-318894.802385,-318809.931895,-318882.678029,318811.663946,>50K
1.732051,39.837169,-366152.076618,-38.105118,366129.559958,-24.248711,-366152.076618,-366067.206129,-366129.559958,366068.93818,<=50K
-3.464102,38.105118,-107016.491196,-98.726896,107004.366841,-15.588457,-107018.223247,-106881.391233,-107006.098892,106883.123284,<=50K
1.732051,57.157677,-554613.060888,-53.693575,554590.544228,-24.248711,-554616.52499,-554512.601942,-554594.00833,554509.13784,>50K
0,41.569219,-345471.389976,1.732051,345447.141265,-19.052559,-345469.657925,-345421.160503,-345448.873316,345422.892553,<=50K
0,48.497423,-541428.690141,-57.157677,541418.297836,-6.928203,-541425.22604,-541352.479906,-541420.029887,541349.015804,<=50K
0,58.889727,-292169.258424,-69.282032,292150.205865,-12.124356,-292164.062272,-292068.799477,-292153.669967,292065.335375,<=50K
-1.732051,62.353829,-151665.296914,-50.229473,151654.904609,-13.856406,-151661.832812,-151585.622577,-151656.63666,151582.158475,<=50K
0,65.817931,-381802.887716,-41.569219,381783.835157,-20.78461,-381806.351817,-381711.089023,-381782.103106,381714.553124,<=50K
-1.732051,74.478185,-700799.881098,-50.229473,700787.756742,-13.856406,-700798.149047,-700716.742659,-700786.024692,700711.546507,<=50K
-1.732051,64.08588,-171609.861963,-45.033321,171589.077353,-24.248711,-171609.861963,-171514.599169,-171582.14915,171521.527372,>50K
-1.732051,98.726896,-190492.679867,-48.497423,190478.823461,-12.124356,-190487.483715,-190411.273479,-190482.287562,190407.809378,<=50K
-1.732051,32.908965,-427232.848347,-45.033321,427212.063738,-12.124356,-427227.652195,-427144.513756,-427217.25989,427144.513756,<=50K
1.732051,48.497423,-99480.338133,-62.353829,99457.821472,-17.320508,-99475.14198,-99376.415084,-99463.017625,99376.415084,<=50K
0,36.373067,-504471.92206,-45.033321,504459.797704,-13.856406,-504471.92206,-504388.783621,-504458.065654,504387.051571,<=50K
0,84.87049,-283564.430012,-48.497423,283548.841555,-13.856406,-283562.697961,-283483.023624,-283552.305656,283483.023624,<=50K
-3.464102,88.334591,-416326.124412,-13.856406,416312.268006,-15.588457,-416327.856463,-416279.35904,-416317.464158,416279.35904,<=50K
-1.732051,51.961524,-44972.699219,-53.693575,44957.110761,-17.320508,-44970.967168,-44886.096678,-44958.842812,44884.364627,<=50K
0,76.210236,-175990.218455,-77.942286,175964.237693,-20.78461,-175985.022303,-175856.850543,-175965.969744,175862.046696,<=50K
1.732051,50.229473,-394736.111096,-41.569219,394722.254689,-22.51666,-394743.039299,-394647.776505,-394718.790588,394649.508555,<=50K
0,51.961524,-389818.818853,-60.621778,389804.962447,-13.856406,-389813.622701,-389728.752211,-389806.694497,389723.556059,<=50K
-1.732051,48.497423,-395747.628767,-53.693575,395726.844158,-20.78461,-395747.628767,-395645.43777,-395726.844158,395650.633922,>50K
0,57.157677,-425033.143822,-51.961524,425007.16306,-22.51666,-425029.67972,-424927.488722,-425008.89511,424930.952824,<=50K
0,13400.877098,-284622.713055,-58.889727,271275.529532,-25.980762,-257988.967787,-271190.659043,-271275.529532,271194.123144,>50K
-1.732051,43.30127,-60696.25645,-46.765372,60675.47184,-17.320508,-60692.792348,-60607.921858,-60680.667992,60607.921858,>50K
1.732051,53.693575,-448358.672047,-46.765372,448341.351539,-17.320508,-448358.672047,-448270.337456,-448337.887438,448268.605405,<=50K
0,81.406388,-329309.623891,-45.033321,329287.10723,-20.78461,-329307.89184,-329217.825198,-329292.303383,329221.289299,>50K
-1.732051,65.817931,-110712.68762,-48.497423,110695.367112,-13.856406,-110712.68762,-110626.085079,-110697.099163,110626.085079,<=50K
0,69.282032,-883496.60028,-69.282032,883470.619518,-20.78461,-883491.404128,-883371.892622,-883472.351569,883377.088775,>50K
0,50.229473,-365244.481995,-51.961524,365230.625589,-8.660254,-365237.553792,-365166.539709,-365235.821741,365159.611506,<=50K
0,31.176915,-455588.252118,-45.033321,455569.199559,-10.392305,-455581.323915,-455501.649578,-455574.395712,455501.649578,<=50K
0,88.334591,-531382.795457,-50.229473,531368.939051,-12.124356,-531377.599305,-531301.389069,-531372.403152,531294.460866,<=50K
0,102.190998,-180727.377414,-65.817931,180710.056906,-13.856406,-180718.71716,-180625.186417,-180713.521008,180621.722315,<=50K
0,112.583302,-590187.652425,-46.765372,590166.867815,-13.856406,-590178.992171,-590097.585783,-590172.063968,590099.317834,<=50K
-1.732051,57.157677,-499856.006658,-17.320508,499845.614353,-15.588457,-499859.47076,-499809.241286,-499840.418201,499812.705388,<=50K
0,65.817931,-418759.655797,-86.60254,418750.995543,-10.392305,-418757.923746,-418650.536596,-418754.459644,418643.608393,<=50K
1.732051,43.30127,-192380.615247,-41.569219,192354.634485,-20.78461,-192377.151146,-192288.816555,-192361.562689,192288.816555,<=50K
0,41.569219,-181295.490079,-15.588457,181278.169571,-12.124356,-181293.758028,-181243.528555,-181279.901622,181243.528555,<=50K
0,155.884573,-543850.09717,-48.497423,543837.972815,-10.392305,-543850.09717,-543773.886935,-543843.168967,543770.422833,<=50K
-3.464102,69.282032,-90146.316331,-48.497423,90130.727873,-13.856406,-90142.852229,-90063.177892,-90132.459924,90057.98174,<=50K
0,57.157677,-253913.452237,-46.765372,253901.327882,-13.856406,-253915.184288,-253830.313798,-253897.86378,253830.313798,<=50K
1.732051,1640.252115,-229850.070368,-46.765372,228244.459269,-20.78461,-226678.685339,-228176.909288,-228240.995167,228173.445186,<=50K
0,57.157677,-440339.276808,-46.765372,440325.420402,-12.124356,-440337.544757,-440256.138369,-440328.884503,440254.406319,<=50K
-3268.379874,58.889727,-264872.137697,-51.961524,261577.777061,3245.863213,-261600.293721,-261498.102724,-264847.888985,261501.566825,>50K
-1.732051,69.282032,-366832.772586,-12.124356,366824.112332,-12.124356,-366836.236687,-366789.471316,-366824.112332,366787.739265,<=50K
0,100.458947,-277774.184162,-81.406388,277753.399553,-13.856406,-277765.523908,-277649.476504,-277758.595705,277651.208555,<=50K
-2977.395338,32.908965,-670695.106012,-5.196152,667696.926064,2963.538932,-667715.978623,-667672.677352,-670679.517554,667670.945302,<=50K
0,7104.872413,-331031.282393,-43.30127,323971.443302,-13.856406,-316944.513175,-323905.625371,-323976.639454,323907.357422,<=50K
-1.732051,32.908965,-361795.968837,-46.765372,361778.648329,-13.856406,-361795.968837,-361712.830399,-361783.844482,361711.098348,<=50K
0,45.033321,-293825.098996,-45.033321,293807.778488,-12.124356,-293821.634894,-293741.960557,-293812.97464,293740.228506,<=50K
0,91.798693,-351535.299853,-58.889727,351528.37165,-5.196152,-351537.031904,-351460.821669,-351533.567803,351462.553719,<=50K
0,102.190998,-139385.056688,-22.51666,139369.468231,-10.392305,-139381.592587,-139336.559266,-139376.396434,139327.899012,<=50K
-3.464102,48.497423,-706124.20528,-50.229473,706110.348874,-13.856406,-706122.47323,-706042.798893,-706110.348874,706039.334791,<=50K
0,62.353829,-421643.520391,-67.549981,421626.199883,-12.124356,-421634.860137,-421543.061444,-421626.199883,421536.133241,<=50K
0,84.87049,-303056.9298,-157.616623,303044.805445,-8.660254,-303055.19775,-302875.064466,-303048.269546,302876.796516,<=50K
0,60.621778,-601898.047935,-60.621778,601872.067173,-22.51666,-601894.583833,-601783.732582,-601873.799224,601787.196683,>50K
1.732051,57.157677,-253182.526796,-77.942286,253158.278085,-20.78461,-253180.794746,-253052.622986,-253160.010136,253056.087087,>50K
-1.732051,39.837169,-778456.379055,-46.765372,778437.326496,-13.856406,-778454.647005,-778371.508566,-778442.522649,778368.044464,<=50K
0,34.641016,-303981.844932,-32.908965,303971.452627,-6.928203,-303983.576982,-303924.687255,-303976.648779,303921.223153,<=50K
-3912.702774,58.889727,-500273.430903,-126.439709,496352.067874,3897.114317,-496358.996077,-496206.575606,-500264.770649,496203.111505,<=50K
0,46.765372,-233525.482181,-57.157677,233501.23347,-22.51666,-233523.75013,-233411.166828,-233504.697572,233412.898879,<=50K
0,51.961524,-329808.454523,-38.105118,329782.473761,-24.248711,-329804.990422,-329711.459678,-329785.937863,329714.92378,<=50K
0,32.908965,-451414.009672,-48.497423,451400.153265,-8.660254,-451410.54557,-451339.531487,-451403.617367,451341.263538,<=50K
0,50.229473,-79007.497587,-71.014083,78986.712978,-15.588457,-79000.569384,-78894.914285,-78991.90913,78894.914285,<=50K
0,98.726896,-117521.379344,-46.765372,117502.326785,-15.588457,-117516.183192,-117434.776804,-117507.522938,117434.776804,>50K
-3294.360636,67.549981,-423548.77628,-51.961524,420228.434882,3270.111925,-420250.951542,-420143.564392,-423526.259619,420147.028494,>50K
0,32.908965,-745608.03549,-48.497423,745595.911134,-10.392305,-745608.03549,-745531.825254,-745601.107287,745528.361153,<=50K
0,77.942286,-337244.14864,-67.549981,337225.096081,-13.856406,-337238.952488,-337140.225592,-337228.560183,337140.225592,<=50K
-1.732051,60.621778,-163240.592461,-43.30127,163223.271953,-20.78461,-163244.056563,-163150.525819,-163219.807851,163155.721971,<=50K
0,96.994845,-326214.449098,-114.315353,326193.664488,-13.856406,-326209.252945,-326062.028626,-326198.86064,326062.028626,<=50K
-1.732051,86.60254,-253199.847304,-57.157677,253192.919101,-10.392305,-253199.847304,-253120.172967,-253189.455,253121.905018,<=50K
-1.732051,34.641016,-306806.819799,-10.392305,306791.231341,-17.320508,-306806.819799,-306756.590325,-306794.695443,306756.590325,<=50K
-1.732051,51.961524,-118371.816291,-64.08588,118347.56758,-15.588457,-118364.888088,-118262.69709,-118352.763732,118264.429141,<=50K
-1.732051,77.942286,-165663.731541,-57.157677,165648.143083,-17.320508,-165660.267439,-165571.932848,-165651.607185,165566.736696,<=50K
0,71.014083,-412822.185628,-50.229473,412801.401019,-19.052559,-412820.453578,-412718.26258,-412801.401019,412723.458732,<=50K
-1.732051,93.530744,-720760.034604,-65.817931,720754.838452,-3.464102,-720756.570503,-720685.55642,-720758.302554,720687.288471,<=50K
0,39.837169,-493667.389122,-64.08588,493644.872462,-24.248711,-493663.925021,-493551.341718,-493643.140411,493560.001972,<=50K
0,1872.346923,-446030.795762,8.660254,444298.744954,-19.052559,-442601.335163,-444279.692395,-444300.477005,444281.424446,<=50K
0,43.30127,-322686.261603,-64.08588,322672.405196,-12.124356,-322684.529552,-322585.802656,-322675.869298,322584.070605,<=50K
-1.732051,72.746134,-327004.264266,-60.621778,326988.675809,-15.588457,-327000.800164,-326912.465573,-326990.407859,326907.269421,<=50K
-3.464102,62.353829,-54318.845376,-53.693575,54301.524868,-13.856406,-54320.577427,-54232.242836,-54301.524868,54230.510785,>50K
1.732051,39.837169,-342294.808795,-29.444864,342275.756236,-15.588457,-342293.076744,-342225.526763,-342279.220338,342225.526763,<=50K
-1.732051,1886.203329,-282339.870091,-41.569219,280495.235981,-19.052559,-278686.974938,-280420.757796,-280495.235981,280424.221898,<=50K
0,9023.984707,-486060.221976,-46.765372,477070.878284,-15.588457,-468119.639711,-477003.328303,-477076.074437,477003.328303,>50K
1.732051,110.851252,-626539.934774,-15.588457,626517.418114,-17.320508,-626534.738622,-626484.509148,-626520.882215,626484.509148,<=50K
1.732051,86.60254,-251109.26198,-3.464102,251090.209421,-12.124356,-251105.797878,-251067.69276,-251095.405573,251065.96071,<=50K
0,11914.777505,-341910.293516,-55.425626,330026.692925,-20.78461,-318182.929503,-329938.358334,-330026.692925,329943.554486,<=50K
0,39.837169,-308386.450135,-50.229473,308367.397576,-13.856406,-308381.253983,-308299.847595,-308370.861678,308299.847595,<=50K
-1.732051,93.530744,-531730.93767,-50.229473,531715.349212,-13.856406,-531727.473568,-531647.799231,-531718.813314,531640.871028,<=50K
0,83.138439,-152313.083916,-48.497423,152294.031357,-13.856406,-152307.887764,-152226.481376,-152299.22751,152224.749325,>50K
-1.732051,72.746134,-420247.48744,-48.497423,420226.702831,-15.588457,-420244.023339,-420159.152849,-420231.898983,420159.152849,<=50K
0,43.30127,-267028.540952,-58.889727,267018.148647,-5.196152,-267025.07685,-266955.794818,-267021.612749,266948.866615,<=50K
0,45.033321,-885675.520196,-38.105118,885654.735587,-20.78461,-885673.788145,-885583.721504,-885654.735587,885588.917656,<=50K
-1.732051,109.119201,-382843.850251,-13.856406,382826.529743,-13.856406,-382838.654099,-382791.888727,-382829.993845,382793.620778,<=50K
0,93.530744,-384846.100985,-55.425626,384830.512527,-17.320508,-384844.368934,-384752.570241,-384832.244578,384750.83819,<=50K
1.732051,26088.149264,-245268.786657,-72.746134,219222.206612,-24.248711,-193225.856042,-219121.747666,-219229.134816,219120.015615,>50K
1.732051,39.837169,-350492.605267,-41.569219,350470.088607,-17.320508,-350492.605267,-350400.806574,-350471.820658,350402.538625,<=50K
-1.732051,34.641016,-329839.631438,-12.124356,329822.31093,-13.856406,-329839.631438,-329789.401964,-329825.775031,329789.401964,<=50K
-1.732051,43.30127,-413821.578944,-58.889727,413814.650741,-5.196152,-413818.114843,-413748.83281,-413816.382792,413750.564861,<=50K
-3270.111925,67.549981,-384444.265197,-64.08588,381153.368663,3251.059366,-381170.689171,-381068.498173,-384426.944689,381068.498173,>50K
-1.732051,69.282032,-65831.787094,-65.817931,65807.538383,-15.588457,-65828.322992,-65726.131995,-65814.466586,65724.399944,<=50K
-1.732051,95.262794,-254796.798149,-65.817931,254781.209692,-13.856406,-254793.334047,-254694.607151,-254784.673793,254696.339202,>50K
0,64.08588,-481963.921816,-64.08588,481948.333358,-12.124356,-481958.725663,-481868.659021,-481950.065409,481861.730818,<=50K
0,38.105118,-338477.368815,-46.765372,338463.512409,-13.856406,-338477.368815,-338392.498326,-338460.048307,338390.766275,<=50K
0,74.478185,-132001.324096,-60.621778,131975.343334,-22.51666,-131997.859994,-131887.008742,-131977.075384,131890.472844,<=50K
-3271.843975,77.942286,-208090.316072,-48.497423,204804.61569,3252.791417,-204820.204147,-204735.333658,-208076.459666,204737.065709,>50K
-1.732051,36.373067,-322201.287376,0,322183.966868,-13.856406,-322199.555326,-322170.110462,-322189.163021,322163.182259,<=50K
0,50.229473,-356650.045888,-46.765372,356630.993329,-12.124356,-356646.581787,-356566.907449,-356636.189482,356565.175399,<=50K
0,71.014083,-217223.41998,-48.497423,217206.099472,-13.856406,-217221.68793,-217136.81744,-217209.563574,217138.549491,<=50K
1.732051,51.961524,-380784.441841,-53.693575,380772.317485,-12.124356,-380782.70979,-380704.767504,-380775.781587,380697.8393,<=50K
-1.732051,48.497423,-33608.71387,-43.30127,33594.857464,-13.856406,-33612.177972,-33529.039533,-33596.589514,33527.307482,<=50K
0,50.229473,-386832.763261,-46.765372,386811.978651,-15.588457,-386825.835058,-386744.42867,-386817.174804,386744.42867,>50K
-1.732051,90.066642,-197575.035619,-50.229473,197562.911264,-12.124356,-197571.571518,-197495.361282,-197562.911264,197491.897181,<=50K
3.464102,60.621778,-165700.104608,-62.353829,165679.319998,-20.78461,-165703.568709,-165589.253356,-165675.855896,165594.449508,>50K
-1.732051,65.817931,-307116.856893,-57.157677,307101.268436,-13.856406,-307113.392792,-307023.32615,-307104.732538,307025.0582,<=50K
-1.732051,112.583302,-518967.455269,-48.497423,518948.40271,-15.588457,-518965.723218,-518880.852728,-518953.598862,518880.852728,<=50K
1.732051,109.119201,-203846.791594,-48.497423,203826.006984,-17.320508,-203845.059543,-203761.921104,-203834.667238,203758.457002,<=50K
-1.732051,36.373067,-411640.926978,-38.105118,411620.142368,-13.856406,-411639.194927,-411564.716742,-411625.33852,411562.984691,<=50K
0,57.157677,-260808.746502,-50.229473,260796.622146,-13.856406,-260807.014451,-260729.072165,-260798.354197,260722.143962,<=50K
0,2684.678752,-187442.538395,-65.817931,184818.481422,-13.856406,-182225.601363,-184735.342983,-184818.481422,184730.14683,<=50K
-1.732051,34.641016,-302629.113251,-12.124356,302611.792743,-13.856406,-302629.113251,-302580.615828,-302616.988895,302578.883777,<=50K
0,5843.939425,-310551.513645,-76.210236,304769.928049,-20.78461,-299031.643724,-304662.540899,-304769.928049,304667.737051,<=50K
1.732051,53.693575,-249555.612405,-62.353829,249524.435491,-25.980762,-249552.148304,-249430.904747,-249529.631643,249430.904747,>50K
1.732051,114.315353,-185526.890202,-38.105118,185525.158151,-5.196152,-185533.818405,-185473.196627,-185525.158151,185471.464576,<=50K
-1.732051,34.641016,-93813.06789,-31.176915,93792.283281,-13.856406,-93809.603789,-93743.785858,-93795.747382,93740.321756,<=50K
0,46.765372,-264934.491526,-48.497423,264920.635119,-15.588457,-264929.295373,-264853.085138,-264924.099221,264847.888985,<=50K
0,76.210236,-329952.21474,-27.712813,329931.430131,-12.124356,-329943.554486,-329889.860911,-329931.430131,329884.664759,<=50K
-1.732051,41.569219,-531181.877564,-55.425626,531161.092954,-17.320508,-531176.681411,-531079.686566,-531161.092954,531081.418617,<=50K
-1.732051,5499.261314,-343453.550785,-48.497423,338006.250995,-12.124356,-332583.199917,-337936.968963,-338009.715097,337938.701014,<=50K
-1.732051,55.425626,-392527.746316,-91.798693,392524.282214,-8.660254,-392531.210418,-392422.091217,-392527.746316,392422.091217,<=50K
