@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R100-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
-19.052559,1.732051,90.066642,-350272.634815,1.732051,-1.732051,-131.635861,350137.534852,112.583302,0,<=50K
-15.588457,-1.732051,29.444864,-275943.406459,1.732051,-1.732051,-58.889727,275879.320579,46.765372,1.732051,<=50K
-13.856406,-1.732051,55.425626,-537238.859238,-1.732051,-3.464102,-83.138439,537152.256697,71.014083,0,<=50K
-20.78461,1.732051,74.478185,-334767.315985,3.464102,-1.732051,-128.17176,334637.412175,107.38715,6.928203,>50K
-13.856406,0,76.210236,-346604.151204,1.732051,-5.196152,-107.38715,346495.032003,91.798693,1.732051,<=50K
-12.124356,0,83.138439,-66477.842045,1.732051,-3.464102,-126.439709,66353.134387,114.315353,3.464102,<=50K
-15.588457,0,74.478185,-132191.849684,0,-5.196152,-142.028166,132051.553569,129.903811,-3.464102,<=50K
-15.588457,0,88.334591,-422088.657449,0,-1.732051,-138.564065,421950.093384,128.17176,3.464102,<=50K
-15.588457,-3.464102,34.641016,-119397.190369,1.732051,-1.732051,-142.028166,119255.162203,129.903811,-5.196152,<=50K
-13.856406,0,74.478185,-179490.693138,0,0,-128.17176,179362.521378,116.047404,1.732051,<=50K
-15.588457,0,46.765372,-152616.192807,1.732051,-5.196152,-145.492268,152472.43259,129.903811,6.928203,<=50K
-10.392305,-1.732051,90.066642,-322594.46291,0,-1.732051,-168.008928,322426.453981,155.884573,1.732051,<=50K
-17.320508,1.732051,91.798693,-446754.792999,0,-5.196152,-128.17176,446624.889189,112.583302,1.732051,<=50K
-19.052559,0,71.014083,-346846.638317,1.732051,-5.196152,-116.047404,346730.590913,98.726896,-1.732051,<=50K
-13.856406,48196.045771,96.994845,-264757.822343,1.732051,-3.464102,-190.525589,216362.590729,176.669182,5.196152,>50K
-15.588457,-1.732051,71.014083,-394389.700934,0,-3.464102,-124.707658,394259.797124,112.583302,0,<=50K
-13.856406,1.732051,46.765372,-203051.780273,0,-3.464102,-79.674337,202965.177733,65.817931,3.464102,<=50K
-10.392305,0,91.798693,-131926.845911,0,-5.196152,-128.17176,131795.21005,119.511506,0,<=50K
-8.660254,-3.464102,31.176915,-170927.433945,-3.464102,-1.732051,-60.621778,170865.080116,50.229473,-1.732051,<=50K
-19.052559,0,81.406388,-269922.797852,3.464102,-3.464102,-116.047404,269803.286346,100.458947,1.732051,<=50K
-19.052559,1.732051,74.478185,-491536.966629,0,-5.196152,-119.511506,491417.455123,102.190998,0,<=50K
-10.392305,-1.732051,6.928203,-488401.954667,-1.732051,-1.732051,-131.635861,488270.318806,121.243557,3.464102,<=50K
-12.124356,0,74.478185,-322544.233436,1.732051,-3.464102,-135.099963,322410.865524,122.975607,3.464102,>50K
-22.51666,0,74.478185,-350192.960478,1.732051,-1.732051,-126.439709,350068.252819,102.190998,5.196152,<=50K
-13.856406,-3.464102,71.014083,-633481.994411,1.732051,-3.464102,-168.008928,633312.253432,155.884573,-1.732051,>50K
-6.928203,-1.732051,72.746134,-324863.449468,1.732051,-3.464102,-107.38715,324752.598216,96.994845,1.732051,<=50K
-15.588457,-1.732051,36.373067,-362805.754458,1.732051,-3.464102,-91.798693,362707.027562,76.210236,1.732051,<=50K
-12.124356,-1.732051,105.655099,-219939.275647,0,-1.732051,-159.348674,219779.926972,147.224319,0,<=50K
-12.124356,0,74.478185,-190645.100338,1.732051,-3.464102,-140.296115,190506.536274,128.17176,3.464102,<=50K
-19.052559,0,81.406388,-181349.183654,1.732051,-1.732051,-148.956369,181195.031132,131.635861,1.732051,<=50K
-15.588457,0,71.014083,-757488.171979,0,-1.732051,-164.544827,757325.359203,150.68842,5.196152,>50K
-20.78461,8054.036255,72.746134,-457836.454066,0,0,-138.564065,449643.853746,121.243557,-1.732051,<=50K
-2991.251745,-1.732051,55.425626,-377554.167085,-1.732051,-2980.85944,-88.334591,377462.368392,-2901.185103,2977.395338,<=50K
-17.320508,0,64.08588,-233421.559133,-1.732051,-3.464102,-96.994845,233321.100186,83.138439,1.732051,<=50K
-22.51666,1.732051,88.334591,-208848.954326,0,-1.732051,-159.348674,208691.337702,142.028166,5.196152,>50K
-15.588457,0,100.458947,-44754.460817,0,-3.464102,-161.080725,44596.844193,150.68842,3.464102,<=50K
-17.320508,0,60.621778,-110217.321089,0,-3.464102,-124.707658,110096.077532,112.583302,-3.464102,>50K
-15.588457,0,71.014083,-563803.322473,0,1.732051,-102.190998,563689.00712,91.798693,1.732051,<=50K
-13.856406,0,76.210236,-365954.622826,1.732051,-5.196152,-148.956369,365809.130559,135.099963,5.196152,<=50K
-15.588457,-3.464102,72.746134,-358066.863449,1.732051,-3.464102,-145.492268,357917.907079,129.903811,3.464102,<=50K
-19.052559,1.732051,69.282032,-741307.353335,1.732051,-3.464102,-119.511506,741184.377727,100.458947,1.732051,<=50K
-13.856406,24394.203574,34.641016,-403022.242159,1.732051,-5.196152,-117.779455,378510.25913,100.458947,1.732051,>50K
-15.588457,-1.732051,65.817931,-283108.90065,0,-5.196152,-183.597386,282928.767366,173.205081,1.732051,>50K
-12.124356,0,100.458947,-216582.561182,0,-3.464102,-183.597386,216395.499694,173.205081,1.732051,<=50K
-13.856406,0,72.746134,-186098.466968,0,-1.732051,-129.903811,185970.295209,121.243557,1.732051,<=50K
-13.856406,-1.732051,88.334591,-264006.112293,1.732051,-6.928203,-173.205081,263834.639263,159.348674,3.464102,>50K
-13.856406,-1.732051,55.425626,-279313.97733,0,-3.464102,-116.047404,279199.661977,102.190998,-3.464102,>50K
-6.928203,1.732051,74.478185,-370352.299827,0,-1.732051,-114.315353,370236.252423,109.119201,1.732051,<=50K
-19.052559,1.732051,98.726896,-354192.265792,0,0,-150.68842,354043.309423,135.099963,1.732051,>50K
-17.320508,1.732051,90.066642,-654422.488675,0,-1.732051,-143.760217,654276.996407,129.903811,0,>50K
-8.660254,0,72.746134,-201598.589645,-1.732051,-3.464102,-103.923048,201494.666597,100.458947,-1.732051,<=50K
-3029.356862,0,76.210236,-364070.151548,3.464102,-3017.232507,-124.707658,363943.711839,-2902.917153,3020.696608,<=50K
-20.78461,1.732051,107.38715,-448266.873354,0,-3.464102,-200.917894,448065.955461,181.865335,5.196152,<=50K
-22.51666,1.732051,65.817931,-567198.142056,0,-1.732051,-128.17176,567073.434398,110.851252,-3.464102,>50K
-15.588457,0,41.569219,-521731.808358,-1.732051,-1.732051,-76.210236,521655.598122,64.08588,0,<=50K
-12.124356,-5.196152,62.353829,-322585.802656,-1.732051,-1.732051,-103.923048,322481.879607,95.262794,0,<=50K
-17.320508,1.732051,90.066642,-353243.10195,0,-1.732051,-122.975607,353118.394291,109.119201,0,<=50K
-17.320508,1.732051,81.406388,-333005.820314,0,-1.732051,-121.243557,332882.844707,107.38715,0,<=50K
-12.124356,-1.732051,72.746134,-263377.37785,1.732051,-1.732051,-112.583302,263257.866344,100.458947,1.732051,<=50K
-13.856406,0,74.478185,-348977.060811,1.732051,-5.196152,-119.511506,348855.817254,105.655099,1.732051,<=50K
-17.320508,-1.732051,69.282032,-271275.529532,1.732051,-5.196152,-136.832014,271140.429569,122.975607,-1.732051,>50K
-12.124356,0,74.478185,-200746.420648,1.732051,-3.464102,-155.884573,200592.268126,143.760217,3.464102,<=50K
-3029.356862,0,76.210236,-184951.849334,1.732051,-3018.964558,-121.243557,184834.069879,-2908.113306,3017.232507,<=50K
0,0,69.282032,-622414.189751,1.732051,-1.732051,-171.47303,622244.448772,171.47303,1.732051,<=50K
-13.856406,-1.732051,72.746134,-143813.910603,0,-3.464102,-119.511506,143696.131148,105.655099,-3.464102,<=50K
-13.856406,0,38.105118,-136546.225415,0,-1.732051,-65.817931,136475.211332,53.693575,0,<=50K
-15.588457,0,67.549981,-348124.891813,1.732051,-5.196152,-103.923048,348024.432866,90.066642,-1.732051,<=50K
-15.588457,0,74.478185,-185675.846571,1.732051,-6.928203,-133.367912,185537.282507,117.779455,3.464102,<=50K
-12.124356,-1.732051,48.497423,-328592.554856,-1.732051,-1.732051,-110.851252,328473.043351,100.458947,-1.732051,<=50K
-13.856406,0,90.066642,-157005.209554,1.732051,-6.928203,-145.492268,156854.521133,131.635861,1.732051,<=50K
-3445.049056,1.732051,124.707658,-560891.745066,0,-3427.728548,-193.98969,560697.755375,-3249.327315,3429.460599,>50K
-13.856406,-3.464102,57.157677,-420188.597713,1.732051,-3.464102,-136.832014,420048.301598,128.17176,1.732051,<=50K
-15.588457,-1.732051,72.746134,-157536.949152,-1.732051,-3.464102,-103.923048,157429.562002,90.066642,-1.732051,<=50K
-25.980762,13312.542507,105.655099,-300367.054896,0,0,-213.042249,286838.006038,188.793538,1.732051,>50K
-10.392305,-1.732051,69.282032,-281695.547191,1.732051,-1.732051,-122.975607,281563.911329,114.315353,-1.732051,<=50K
-17.320508,1.732051,72.746134,-355879.283279,0,-1.732051,-143.760217,355733.791011,129.903811,0,>50K
-1.732051,-3.464102,69.282032,-168812.599909,3.464102,0,-159.348674,168654.983285,159.348674,3.464102,<=50K
-12.124356,0,32.908965,-320252.730218,1.732051,-3.464102,-98.726896,320155.735373,86.60254,3.464102,<=50K
-12.124356,-3.464102,71.014083,-286235.252357,0,-3.464102,-124.707658,286110.544699,110.851252,-1.732051,<=50K
-12.124356,-1.732051,72.746134,-200628.641193,1.732051,-1.732051,-152.420471,200474.488671,142.028166,1.732051,<=50K
-5.196152,0,43.30127,-638321.344367,-1.732051,0,-150.68842,638177.58415,143.760217,1.732051,<=50K
-19.052559,1.732051,83.138439,-91954.577374,0,-3.464102,-124.707658,91831.601766,107.38715,3.464102,<=50K
-25.980762,-1.732051,88.334591,-233121.914343,0,-1.732051,-135.099963,232986.81438,110.851252,3.464102,>50K
-12.124356,0,65.817931,-265871.531013,-1.732051,-1.732051,-114.315353,265753.751558,103.923048,0,<=50K
-4439.24622,-1.732051,86.60254,-185674.114521,0,-4435.782118,-150.68842,185519.961999,-4290.28985,4434.050067,>50K
-19.052559,0,90.066642,-312359.774688,1.732051,-1.732051,-148.956369,312210.818318,133.367912,1.732051,>50K
-15.588457,-3.464102,43.30127,-409394.45708,0,0,-116.047404,409269.749422,103.923048,0,<=50K
-12.124356,-1.732051,71.014083,-245753.760883,-1.732051,-1.732051,-100.458947,245648.105783,90.066642,-1.732051,<=50K
-15.588457,0,72.746134,-636831.780673,-1.732051,-3.464102,-105.655099,636720.929421,93.530744,3.464102,<=50K
-19.052559,1.732051,72.746134,-352543.353423,0,-1.732051,-109.119201,352434.234223,93.530744,-1.732051,<=50K
-12.124356,0,91.798693,-207179.257347,0,-3.464102,-185.329436,206993.927911,174.937132,1.732051,>50K
-19.052559,-1.732051,72.746134,-187636.528086,0,-3.464102,-168.008928,187471.983259,147.224319,0,<=50K
-8.660254,-1.732051,72.746134,-667686.533759,1.732051,-3.464102,-133.367912,667553.165847,124.707658,3.464102,<=50K
-13.856406,-3.464102,72.746134,-280670.173112,1.732051,-5.196152,-142.028166,280526.412895,129.903811,1.732051,<=50K
-12.124356,0,74.478185,-604587.922839,1.732051,-3.464102,-122.975607,604466.679283,110.851252,3.464102,<=50K
-22.51666,1.732051,69.282032,-78196.897809,-1.732051,-1.732051,-128.17176,78066.993999,112.583302,0,<=50K
-6.928203,-3.464102,88.334591,-195444.613126,-1.732051,-3.464102,-162.812776,195281.80035,154.152522,-1.732051,<=50K
-12.124356,-1.732051,74.478185,-318120.575674,0,0,-117.779455,317995.868016,107.38715,1.732051,<=50K
-12.124356,-3.464102,62.353829,-306843.192866,0,-3.464102,-121.243557,306721.949309,107.38715,-1.732051,<=50K
-12.124356,-1.732051,72.746134,-415333.659299,1.732051,-1.732051,-133.367912,415198.559336,122.975607,1.732051,<=50K
-15.588457,0,76.210236,-260476.192747,-1.732051,-1.732051,-114.315353,260361.877394,102.190998,0,<=50K
-8.660254,-3.464102,105.655099,-507681.412207,-3.464102,-1.732051,-138.564065,507539.38404,129.903811,-1.732051,<=50K
-13.856406,0,107.38715,-346604.151204,1.732051,-3.464102,-145.492268,346463.855089,129.903811,3.464102,>50K
-12.124356,-1.732051,81.406388,-159132.167945,1.732051,-5.196152,-145.492268,158986.675678,133.367912,1.732051,<=50K
-10.392305,0,74.478185,-562887.067596,1.732051,-3.464102,-107.38715,562776.216344,96.994845,0,<=50K
-10.392305,-1.732051,17.320508,-146694.311096,0,-1.732051,-147.224319,146543.622676,138.564065,3.464102,<=50K
-8.660254,-1.732051,74.478185,-438165.553045,3.464102,0,-147.224319,438011.400523,140.296115,3.464102,<=50K
-24.248711,173205.080757,91.798693,-249496.722678,0,0,-173.205081,76123.632993,154.152522,-5.196152,>50K
-12.124356,-1.732051,72.746134,-268247.904721,1.732051,-1.732051,-119.511506,268126.661164,109.119201,1.732051,<=50K
-19.052559,5376.285707,86.60254,-177464.193693,0,-1.732051,-171.47303,171921.631108,155.884573,1.732051,>50K
-19.052559,1.732051,74.478185,-316286.333869,0,-3.464102,-138.564065,316149.501855,119.511506,3.464102,>50K
-3.464102,-1.732051,69.282032,-161489.489094,0,1.732051,-124.707658,161368.245538,122.975607,1.732051,<=50K
-19.052559,-1.732051,81.406388,-173480.476835,0,-3.464102,-162.812776,173314.199958,145.492268,3.464102,>50K
-15.588457,12640.506794,76.210236,-211784.780445,0,-1.732051,-155.884573,198991.85318,142.028166,1.732051,>50K
-10.392305,-1.732051,72.746134,-210146.260381,1.732051,-3.464102,-138.564065,210002.500164,129.903811,0,<=50K
-24.248711,1.732051,55.425626,-329001.318847,0,-3.464102,-112.583302,328893.931697,95.262794,-1.732051,>50K
-13.856406,12640.506794,76.210236,-285921.751161,0,-5.196152,-126.439709,273156.536709,114.315353,3.464102,>50K
-17.320508,1.732051,81.406388,-67996.850604,0,-1.732051,-122.975607,67872.142945,109.119201,0,<=50K
-19.052559,-3.464102,71.014083,-231902.550575,0,-5.196152,-122.975607,231779.574967,107.38715,1.732051,<=50K
-13.856406,0,74.478185,-876419.440681,-1.732051,0,-107.38715,876306.857378,96.994845,0,<=50K
-15.588457,4032.21428,27.712813,-321763.078522,0,-3.464102,-143.760217,317585.371974,129.903811,0,<=50K
-13.856406,16257.02888,72.746134,-351026.076916,0,-1.732051,-180.133284,334590.646803,171.47303,1.732051,>50K
-15.588457,0,88.334591,-243853.701147,0,-1.732051,-154.152522,243699.548625,143.760217,3.464102,>50K
-13.856406,0,76.210236,-951536.752154,-1.732051,-1.732051,-107.38715,951427.632953,96.994845,1.732051,<=50K
-20.78461,1.732051,88.334591,-310095.984282,0,-1.732051,-136.832014,309960.884319,119.511506,3.464102,<=50K
-10.392305,0,105.655099,-330144.47238,-1.732051,-3.464102,-202.649944,329938.358334,195.721741,3.464102,>50K
-13.856406,-3.464102,65.817931,-140244.153889,0,-5.196152,-143.760217,140103.857773,128.17176,0,<=50K
-13.856406,-1.732051,102.190998,-552704.340898,1.732051,0,-188.793538,552508.619157,176.669182,1.732051,<=50K
-13.856406,0,71.014083,-514639.060301,0,0,-128.17176,514509.15649,116.047404,1.732051,<=50K
-12.124356,0,109.119201,-295510.384432,0,-3.464102,-192.25764,295318.126792,181.865335,1.732051,>50K
-12.124356,0,72.746134,-417017.212684,0,0,-116.047404,416901.16528,107.38715,0,>50K
-12.124356,0,74.478185,-515409.82291,1.732051,-3.464102,-117.779455,515293.775506,105.655099,3.464102,<=50K
-17.320508,0,76.210236,-294322.197578,0,0,-109.119201,294209.614275,95.262794,5.196152,<=50K
-12.124356,-1.732051,74.478185,-259213.527708,0,-5.196152,-105.655099,259107.872609,91.798693,0,<=50K
-19.052559,1.732051,74.478185,-316208.391582,0,-1.732051,-133.367912,316076.755721,114.315353,-1.732051,<=50K
-15.588457,0,88.334591,-274301.422293,0,-1.732051,-181.865335,274119.556958,171.47303,3.464102,>50K
-24.248711,0,53.693575,-393681.292154,1.732051,-5.196152,-159.348674,393521.94348,136.832014,1.732051,<=50K
-17.320508,14919.885656,105.655099,-182090.5014,3.464102,-1.732051,-161.080725,167006.070917,143.760217,0,>50K
-19.052559,1.732051,72.746134,-497115.90228,1.732051,-1.732051,-138.564065,496977.338216,119.511506,5.196152,<=50K
-17.320508,0,79.674337,-387206.886235,1.732051,-1.732051,-117.779455,387078.714475,103.923048,3.464102,<=50K
-19.052559,173205.080757,38.105118,-721116.837071,0,-5.196152,-169.740979,547740.283284,152.420471,3.464102,>50K
-12.124356,-1.732051,71.014083,-294886.846141,0,-1.732051,-136.832014,294750.014127,124.707658,0,>50K
-6.928203,0,129.903811,-388646.220456,1.732051,-1.732051,-174.937132,388469.551274,169.740979,1.732051,<=50K
-10.392305,-3.464102,105.655099,-216440.533015,1.732051,0,-174.937132,216263.863833,164.544827,0,<=50K
-15.588457,-1.732051,36.373067,-179629.257202,0,-3.464102,-131.635861,179497.621341,117.779455,0,<=50K
-17.320508,0,74.478185,-530657.066169,0,-1.732051,-112.583302,530551.41107,95.262794,1.732051,<=50K
-13.856406,-1.732051,86.60254,-394704.934181,0,-5.196152,-129.903811,394573.29832,114.315353,1.732051,<=50K
-15.588457,-1.732051,119.511506,-260801.818299,0,-1.732051,-192.25764,260609.560659,180.133284,3.464102,>50K
-10.392305,0,72.746134,-250284.805795,-1.732051,-3.464102,-110.851252,250168.758391,96.994845,1.732051,<=50K
-15.588457,0,53.693575,-440929.906134,1.732051,-1.732051,-90.066642,440831.179238,74.478185,0,<=50K
-13.856406,0,98.726896,-542641.125706,1.732051,-3.464102,-185.329436,542455.79627,171.47303,5.196152,>50K
-15.588457,4181.170649,12.124356,-264059.805868,1.732051,-3.464102,-114.315353,259764.319865,100.458947,-1.732051,<=50K
-19.052559,0,72.746134,-217375.840452,0,-1.732051,-140.296115,217232.080234,126.439709,3.464102,<=50K
-15.588457,0,74.478185,-531717.081263,1.732051,-5.196152,-105.655099,531609.694113,90.066642,0,<=50K
-10.392305,-1.732051,69.282032,-334318.714826,0,0,-142.028166,334173.222558,131.635861,1.732051,<=50K
-12.124356,3968.1284,72.746134,-336864.829513,1.732051,-3.464102,-180.133284,332718.29988,166.276878,3.464102,<=50K
-13.856406,-1.732051,17.320508,-228047.005477,0,-3.464102,-112.583302,227930.958073,100.458947,1.732051,<=50K
-17.320508,-3.464102,69.282032,-587892.685105,1.732051,-1.732051,-124.707658,587762.781294,103.923048,3.464102,<=50K
-6.928203,1.732051,72.746134,-352058.379197,1.732051,-3.464102,-107.38715,351949.259996,100.458947,1.732051,<=50K
-13.856406,-3.464102,43.30127,-145268.833282,1.732051,-3.464102,-116.047404,145151.053827,103.923048,-1.732051,<=50K
-13.856406,-3.464102,74.478185,-277966.441802,0,-5.196152,-150.68842,277812.28928,136.832014,1.732051,<=50K
-15.588457,-1.732051,74.478185,-188001.990806,0,-3.464102,-145.492268,187858.230589,135.099963,-1.732051,<=50K
-13.856406,-1.732051,74.478185,-711786.27937,0,1.732051,-131.635861,711649.447357,116.047404,1.732051,<=50K
-5.196152,-1.732051,72.746134,-335796.154165,1.732051,-6.928203,-164.544827,335633.341389,157.616623,1.732051,<=50K
-10.392305,-1.732051,27.712813,-283394.689033,0,-1.732051,-88.334591,283302.89034,77.942286,3.464102,<=50K
-19.052559,-1.732051,53.693575,-179837.103299,1.732051,-1.732051,-124.707658,179707.199489,103.923048,1.732051,<=50K
-20.78461,1.732051,98.726896,-59930.689993,0,-1.732051,-147.224319,59786.929776,131.635861,3.464102,<=50K
-19.052559,1.732051,72.746134,-75226.430674,0,0,-110.851252,75117.311473,95.262794,1.732051,<=50K
-19.052559,1.732051,71.014083,-183270.028,0,0,-110.851252,183153.980596,95.262794,1.732051,<=50K
-20.78461,0,124.707658,-157155.897974,0,-3.464102,-193.98969,156961.908284,173.205081,5.196152,<=50K
-13.856406,-1.732051,71.014083,-494708.351658,1.732051,-1.732051,-145.492268,494559.395288,133.367912,3.464102,<=50K
-15.588457,13316.006609,88.334591,-111221.910557,1.732051,0,-162.812776,97737.89502,152.420471,3.464102,>50K
-15.588457,-1.732051,72.746134,-859176.874891,1.732051,-3.464102,-107.38715,859072.951843,91.798693,3.464102,<=50K
-19.052559,1.732051,74.478185,-663022.120934,-1.732051,-3.464102,-124.707658,662893.949174,109.119201,1.732051,<=50K
-10.392305,-1.732051,84.87049,-449155.415419,0,-3.464102,-148.956369,449001.262897,138.564065,-1.732051,<=50K
-15.588457,0,173.205081,-321175.913298,-1.732051,0,-252.879418,320921.30183,239.023011,3.464102,<=50K
-8.660254,1.732051,17.320508,-496909.788234,1.732051,-3.464102,-112.583302,496798.936983,103.923048,6.928203,<=50K
-15.588457,-1.732051,107.38715,-241085.883956,1.732051,-5.196152,-185.329436,240900.55452,169.740979,1.732051,<=50K
-6.928203,-1.732051,71.014083,-76733.314877,1.732051,-1.732051,-166.276878,76563.573898,159.348674,1.732051,<=50K
-10.392305,-5.196152,72.746134,-293871.864368,0,-1.732051,-168.008928,293702.123389,155.884573,1.732051,<=50K
-13.856406,0,102.190998,-231147.376422,1.732051,-5.196152,-183.597386,230967.243139,169.740979,5.196152,<=50K
-17.320508,1.732051,72.746134,-324506.647001,0,-1.732051,-116.047404,324388.867546,102.190998,0,<=50K
-20.78461,1.732051,74.478185,-311893.853021,0,0,-140.296115,311753.556905,122.975607,-3.464102,<=50K
-12.124356,-1.732051,107.38715,-80684.122769,1.732051,-5.196152,-142.028166,80542.094603,129.903811,1.732051,<=50K
-10.392305,-3.464102,53.693575,-149107.057871,0,-3.464102,-90.066642,149016.991229,83.138439,-1.732051,<=50K
-17.320508,0,109.119201,-443505.465684,0,-5.196152,-183.597386,443321.868299,168.008928,3.464102,<=50K
-12.124356,-1.732051,74.478185,-326373.797772,1.732051,-5.196152,-119.511506,326250.822164,109.119201,1.732051,<=50K
-3292.628585,1.732051,122.975607,-687276.028393,0,-3270.111925,-195.721741,687082.038702,-3091.710692,3266.647823,>50K
-15.588457,0,57.157677,-104804.662315,0,-3.464102,-95.262794,104705.935419,81.406388,1.732051,<=50K
-12.124356,-1.732051,140.296115,-469917.508449,0,-1.732051,-192.25764,469725.250809,180.133284,0,>50K
-5.196152,-1.732051,67.549981,-397642.492351,0,-3.464102,-164.544827,397477.947524,157.616623,0,<=50K
-12.124356,-1.732051,76.210236,-59939.350247,0,-1.732051,-129.903811,59809.446436,117.779455,0,<=50K
-13.856406,0,20.78461,-194767.38126,1.732051,-3.464102,-48.497423,194711.955634,34.641016,5.196152,<=50K
-17.320508,0,36.373067,-182436.911561,-1.732051,-3.464102,-65.817931,182371.093631,55.425626,0,<=50K
-13.856406,0,74.478185,-383524.546218,1.732051,-3.464102,-126.439709,383398.106509,112.583302,5.196152,<=50K
-5.196152,-5.196152,71.014083,-528112.683533,0,-3.464102,-128.17176,527982.779722,119.511506,0,<=50K
-13.856406,0,72.746134,-553887.3316,1.732051,-3.464102,-164.544827,553722.786773,150.68842,5.196152,<=50K
-8.660254,0,45.033321,-304953.525435,0,-3.464102,-135.099963,304823.621624,128.17176,-3.464102,<=50K
-13.856406,0,83.138439,-370274.35754,0,-5.196152,-129.903811,370144.45373,121.243557,1.732051,<=50K
-12.124356,-5.196152,71.014083,-430267.401362,0,-1.732051,-121.243557,430142.693704,107.38715,0,<=50K
-10.392305,-5.196152,71.014083,-608327.420533,0,-1.732051,-121.243557,608200.980824,109.119201,1.732051,<=50K
-3261.451671,-1.732051,72.746134,-239421.38313,3.464102,-3254.523467,-155.884573,239260.302405,-3105.567098,3249.327315,<=50K
-12.124356,0,74.478185,-87089.246655,1.732051,-3.464102,-169.740979,86921.237727,157.616623,3.464102,<=50K
-13.856406,-3.464102,60.621778,-203578.323718,1.732051,-1.732051,-162.812776,203408.582739,148.956369,1.732051,<=50K
-6.928203,0,74.478185,-336707.21289,0,-1.732051,-138.564065,336570.380876,131.635861,1.732051,<=50K
-12.124356,0,71.014083,-204660.855473,1.732051,-3.464102,-161.080725,204499.774748,148.956369,3.464102,<=50K
-3445.049056,1.732051,72.746134,-157188.806939,1.732051,-3422.532396,-107.38715,157077.955688,-3332.465754,3427.728548,>50K
-12.124356,-3.464102,55.425626,-66377.383098,-5.196152,0,-84.87049,66287.316456,72.746134,1.732051,<=50K
-13.856406,0,76.210236,-201662.675525,1.732051,-5.196152,-138.564065,201527.575562,124.707658,5.196152,<=50K
-6.928203,-3.464102,72.746134,-364688.493686,0,-1.732051,-169.740979,364518.752707,161.080725,1.732051,<=50K
-12.124356,0,74.478185,-291869.613634,0,-3.464102,-131.635861,291737.977773,121.243557,1.732051,>50K
-10.392305,-3.464102,45.033321,-302126.818517,0,-1.732051,-121.243557,302000.378808,109.119201,0,<=50K
-12.124356,-1.732051,69.282032,-288876.629839,-1.732051,-1.732051,-133.367912,288739.797825,121.243557,-1.732051,<=50K
-12.124356,0,74.478185,-649749.415596,1.732051,-5.196152,-102.190998,649647.224598,90.066642,0,<=50K
-17.320508,0,72.746134,-646936.565084,1.732051,-1.732051,-138.564065,646798.00102,121.243557,1.732051,<=50K
-10.392305,0,74.478185,-588412.300347,1.732051,-3.464102,-162.812776,588244.291419,152.420471,1.732051,<=50K
-20.78461,1.732051,76.210236,-158912.197493,0,-1.732051,-135.099963,158778.829581,116.047404,1.732051,>50K
-12.124356,0,74.478185,-142182.318743,1.732051,-3.464102,-138.564065,142045.486729,126.439709,3.464102,>50K
-22.51666,0,53.693575,-409224.716101,1.732051,-1.732051,-96.994845,409127.721256,76.210236,-3.464102,<=50K
-13.856406,-1.732051,88.334591,-243136.632112,1.732051,-1.732051,-185.329436,242947.838574,169.740979,5.196152,<=50K
-17.320508,0,74.478185,-59083.717148,1.732051,-1.732051,-122.975607,58955.545388,112.583302,5.196152,>50K
-13.856406,0,76.210236,-354845.248947,0,-5.196152,-164.544827,354682.436171,152.420471,3.464102,>50K
-12.124356,-1.732051,72.746134,-324212.198364,1.732051,-1.732051,-171.47303,324038.993283,161.080725,1.732051,<=50K
-10.392305,-1.732051,122.975607,-125280.966962,0,-3.464102,-157.616623,125119.886237,147.224319,-1.732051,<=50K
-12.124356,-3.464102,69.282032,-303427.588673,0,-1.732051,-166.276878,303259.579745,159.348674,-3.464102,<=50K
-22.51666,18222.906546,93.530744,-374597.556356,1.732051,-3.464102,-169.740979,356206.640881,145.492268,0,>50K
-22.51666,13317.738659,100.458947,-423167.725102,1.732051,3.464102,-168.008928,409680.245463,150.68842,1.732051,>50K
-15.588457,-1.732051,71.014083,-124376.836441,0,0,-98.726896,124274.645443,91.798693,-1.732051,<=50K
-12.124356,-5.196152,72.746134,-151798.664826,0,-1.732051,-168.008928,151628.923847,154.152522,0,<=50K
-13.856406,-1.732051,107.38715,-237161.056826,1.732051,-3.464102,-187.061487,236973.995339,171.47303,5.196152,>50K
-3930.023282,0,84.87049,-498870.469748,1.732051,-3910.970723,-150.68842,498721.513379,-3775.870761,3910.970723,<=50K
-10.392305,-3.464102,57.157677,-191641.029553,0,-3.464102,-119.511506,191519.785996,107.38715,0,<=50K
-15.588457,-3.464102,72.746134,-188919.977734,1.732051,-3.464102,-169.740979,188746.772653,154.152522,3.464102,<=50K
-13.856406,0,93.530744,-407191.288453,-1.732051,-5.196152,-124.707658,407063.116693,114.315353,1.732051,<=50K
-13.856406,0,74.478185,-153657.155343,0,-1.732051,-174.937132,153483.950262,162.812776,1.732051,<=50K
-19.052559,0,79.674337,-575546.626949,0,-1.732051,-162.812776,575383.814173,147.224319,0,<=50K
